,-2000 to -1975,-1950 to -1925,-1900 to -1875,-1850 to -1825,-1800 to -1775,-1750 to -1725,-1700 to -1675,-1650 to -1625,-1600 to -1575,-1550 to -1525,-1500 to -1475,-1450 to -1425,-1400 to -1375,-1350 to -1325,-1300 to -1275,-1250 to -1225,-1200 to -1175,-1150 to -1125,-1100 to -1075,-1050 to -1025,-1000 to -975,-950 to -925,-900 to -875,-850 to -825,-800 to -775,-750 to -725,-700 to -675,-650 to -625,-600 to -575,-550 to -525,-500 to -475,-450 to -425,-400 to -375,-350 to -325,-300 to -275,-250 to -225,-200 to -175,-150 to -125,-100 to -75,-50 to -25,0 to 25,50 to 75,100 to 125,150 to 175,200 to 225,250 to 275,300 to 325,350 to 375,400 to 425,450 to 475,500 to 525,550 to 575,600 to 625,650 to 675,700 to 725,750 to 775,800 to 825,850 to 875,900 to 925,950 to 975,1000 to 1025,1050 to 1075,1100 to 1125,1150 to 1175,1200 to 1225,1250 to 1275,1300 to 1325,1350 to 1375,1400 to 1425,1450 to 1475,1500 to 1525,1550 to 1575,1600 to 1625,1650 to 1675,1700 to 1725,1750 to 1775,1800 to 1825,1850 to 1875,1900 to 1925,1950 to 1975
0,0.30935294117647055,0.319,0.3705882352941176,0.29211764705882354,0.38382352941176473,0.3445882352941176,0.46647058823529414,0.3132941176470588,0.34964705882352937,0.3518823529411765,0.32635294117647057,0.39411764705882346,0.3655294117647059,0.3562352941176471,0.30923529411764705,0.33788235294117647,0.3337647058823529,0.2978823529411765,0.37788235294117645,0.42558823529411766,0.31511764705882356,0.23899999999999996,0.3065882352941176,0.2669411764705882,0.2910588235294117,0.331,0.3638823529411765,0.3382941176470588,0.34864705882352937,0.3934117647058823,0.3426470588235294,0.3313529411764705,0.39294117647058824,0.32111764705882356,0.3297058823529411,0.31511764705882356,0.32188235294117645,0.32623529411764707,0.36347058823529416,0.3013529411764706,0.39317647058823524,0.28417647058823525,0.354,0.34764705882352936,0.33088235294117646,0.30935294117647055,0.3409411764705882,0.31088235294117644,0.31035294117647055,0.3017058823529411,0.3281176470588235,0.3354117647058823,0.36935294117647055,0.2958823529411765,0.32911764705882346,0.376235294117647,0.3191764705882353,0.3297058823529412,0.30623529411764705,0.2832941176470588,0.3268235294117647,0.29482352941176465,0.29347058823529415,0.3347058823529412,0.3251176470588235,0.34117647058823525,0.3494117647058823,0.3924705882352941,0.3248235294117646,0.3177058823529411,0.3044705882352941,0.3230588235294118,0.3182941176470588,0.3316470588235294,0.3733529411764706,0.34282352941176464,0.417,0.384235294117647,0.3771764705882353,0.3227058823529412
1,0.34823529411764703,0.29976470588235293,0.3716470588235294,0.37123529411764705,0.3253529411764706,0.32917647058823524,0.3444705882352941,0.3932941176470588,0.3947647058823529,0.3474705882352941,0.38223529411764706,0.3066470588235294,0.35070588235294115,0.3054705882352941,0.3467647058823529,0.29129411764705876,0.356,0.3635294117647059,0.36688235294117644,0.3473529411764706,0.25711764705882356,0.3528823529411765,0.32917647058823524,0.346,0.31947058823529406,0.3401176470588235,0.34070588235294114,0.29029411764705876,0.3418235294117647,0.3216470588235294,0.33023529411764707,0.3128235294117647,0.32599999999999996,0.34152941176470586,0.3432941176470588,0.3424117647058823,0.3139411764705882,0.32717647058823524,0.3281176470588235,0.3877647058823529,0.3484705882352941,0.34252941176470586,0.31335294117647056,0.3296470588235294,0.3450588235294117,0.3462941176470588,0.31270588235294117,0.2895882352941177,0.3466470588235294,0.3356470588235294,0.3287647058823529,0.40388235294117647,0.37076470588235294,0.35658823529411765,0.3585882352941177,0.2983529411764706,0.3865882352941177,0.3283529411764706,0.297,0.2888823529411765,0.2837647058823529,0.31141176470588233,0.29705882352941176,0.30517647058823527,0.3725882352941176,0.36270588235294116,0.2814117647058823,0.349,0.348,0.3456470588235294,0.3590588235294117,0.3046470588235294,0.33505882352941174,0.2786470588235294,0.2682941176470588,0.3015882352941176,0.33458823529411763,0.36635294117647055,0.3417647058823529,0.3
2,0.29870588235294115,0.2914705882352941,0.3368235294117647,0.3307058823529412,0.2989411764705882,0.3513529411764706,0.3544117647058823,0.34623529411764703,0.31688235294117645,0.30776470588235294,0.3234705882352941,0.2761176470588235,0.303,0.3141176470588235,0.31211764705882356,0.3406470588235294,0.29329411764705876,0.35170588235294115,0.3141764705882352,0.3615294117647059,0.3297647058823529,0.35658823529411765,0.33382352941176474,0.2857647058823529,0.3045294117647059,0.3524117647058823,0.3022941176470588,0.298,0.3284705882352941,0.3660588235294117,0.30970588235294116,0.32823529411764707,0.3281176470588235,0.3313529411764706,0.25123529411764706,0.2843529411764706,0.37217647058823533,0.304,0.2908823529411765,0.36829411764705877,0.3354117647058823,0.33952941176470586,0.2992941176470588,0.31211764705882356,0.35770588235294115,0.2888823529411765,0.35970588235294115,0.27552941176470586,0.3327058823529412,0.38847058823529407,0.41782352941176465,0.3423529411764706,0.36058823529411765,0.3120588235294117,0.28605882352941175,0.2782941176470588,0.32011764705882356,0.3497647058823529,0.35570588235294115,0.4286470588235294,0.3515294117647059,0.383235294117647,0.36529411764705877,0.3319411764705882,0.37541176470588233,0.4072352941176471,0.331,0.2956470588235294,0.2995294117647059,0.3301176470588235,0.40852941176470586,0.31788235294117645,0.31423529411764706,0.3511176470588235,0.35494117647058815,0.31482352941176467,0.33199999999999996,0.37394117647058817,0.3126470588235294,0.33988235294117647
3,0.3358235294117647,0.3216470588235294,0.35911764705882354,0.37023529411764705,0.3317647058823529,0.30923529411764705,0.3881176470588235,0.31694117647058817,0.36976470588235294,0.30035294117647054,0.3334117647058823,0.3765882352941176,0.34964705882352937,0.37217647058823533,0.3758235294117647,0.3793529411764706,0.3128235294117647,0.3358235294117647,0.3696470588235294,0.3690588235294117,0.3285882352941176,0.314,0.313235294117647,0.32723529411764707,0.3140588235294117,0.37341176470588233,0.30117647058823527,0.3045882352941176,0.31423529411764706,0.28411764705882353,0.3285882352941177,0.3352941176470588,0.29823529411764704,0.35711764705882354,0.39047058823529407,0.28811764705882353,0.2887647058823529,0.35358823529411765,0.33252941176470585,0.40394117647058825,0.33305882352941174,0.32788235294117646,0.3259411764705882,0.32276470588235295,0.37229411764705883,0.36182352941176477,0.40958823529411764,0.39205882352941174,0.3583529411764706,0.4070588235294117,0.3679411764705882,0.33347058823529413,0.3721764705882352,0.34852941176470587,0.3149411764705882,0.34711764705882353,0.3494705882352941,0.336,0.33282352941176463,0.32241176470588234,0.2822941176470588,0.3514117647058823,0.28564705882352937,0.2920588235294117,0.3168235294117646,0.3685294117647059,0.2948823529411765,0.3679411764705882,0.3346470588235294,0.3145882352941176,0.30529411764705877,0.2897647058823529,0.34088235294117647,0.3385882352941177,0.36211764705882354,0.3113529411764706,0.3285882352941176,0.3616470588235294,0.382,0.3478823529411765
4,0.3102941176470588,0.3426470588235294,0.36494117647058816,0.2899411764705882,0.30470588235294116,0.33288235294117646,0.34917647058823525,0.3721764705882352,0.3542352941176471,0.3439411764705882,0.32835294117647057,0.31770588235294117,0.3675294117647059,0.3296470588235294,0.35464705882352937,0.34652941176470586,0.3373529411764706,0.3436470588235294,0.30888235294117644,0.32588235294117646,0.3106470588235294,0.3962941176470588,0.3130588235294117,0.30170588235294116,0.316235294117647,0.3408235294117647,0.31523529411764706,0.3947647058823529,0.31876470588235295,0.3434705882352941,0.3456470588235294,0.30270588235294116,0.34758823529411764,0.2668235294117646,0.28570588235294114,0.40388235294117647,0.3332352941176471,0.3737058823529411,0.32147058823529406,0.3548235294117647,0.39341176470588235,0.3210588235294118,0.2969411764705882,0.3252941176470588,0.30982352941176466,0.31811764705882356,0.281,0.30970588235294116,0.3548235294117647,0.36588235294117644,0.28123529411764703,0.3242941176470588,0.32288235294117645,0.3372352941176471,0.32917647058823524,0.34288235294117647,0.37841176470588234,0.29,0.3645294117647059,0.3054117647058823,0.3247058823529412,0.3986470588235294,0.29882352941176465,0.2671764705882353,0.3294117647058823,0.36329411764705877,0.3838235294117646,0.32623529411764707,0.35976470588235293,0.31952941176470584,0.389235294117647,0.35829411764705876,0.32388235294117645,0.34952941176470587,0.3348235294117647,0.31158823529411755,0.38917647058823523,0.35699999999999993,0.38076470588235295,0.23947058823529407
5,0.3093529411764706,0.34217647058823525,0.3322352941176471,0.35552941176470587,0.3384117647058823,0.3262941176470588,0.3242941176470588,0.3618235294117647,0.32947058823529407,0.33470588235294124,0.32988235294117646,0.28494117647058825,0.3258235294117646,0.34847058823529414,0.43023529411764705,0.3170588235294117,0.3275882352941176,0.41870588235294115,0.3675294117647059,0.3647058823529411,0.30647058823529416,0.29935294117647054,0.331,0.3947058823529412,0.3770588235294117,0.3407058823529412,0.3478823529411765,0.34911764705882353,0.319,0.32247058823529406,0.3281176470588235,0.33817647058823525,0.3438823529411764,0.31976470588235295,0.3638235294117647,0.33658823529411763,0.31976470588235295,0.3445882352941177,0.358,0.3815882352941176,0.3389411764705882,0.3548235294117647,0.3664117647058823,0.3703529411764706,0.2714117647058823,0.3498235294117647,0.30435294117647055,0.31917647058823523,0.35217647058823526,0.32305882352941173,0.3538823529411765,0.31823529411764706,0.32535294117647057,0.2478235294117647,0.3565294117647059,0.2920588235294117,0.27117647058823524,0.3225882352941176,0.2842352941176471,0.3035882352941176,0.37423529411764705,0.41417647058823526,0.34058823529411764,0.3078235294117647,0.31711764705882356,0.31829411764705884,0.29352941176470587,0.3514117647058823,0.38552941176470584,0.30947058823529416,0.31170588235294117,0.3370588235294117,0.35229411764705876,0.30229411764705877,0.325,0.3384117647058823,0.3473529411764706,0.3258235294117647,0.39629411764705885,0.2974117647058823
6,0.3111764705882352,0.3759411764705882,0.32117647058823523,0.36688235294117644,0.3452352941176471,0.3843529411764706,0.2525882352941176,0.3551764705882353,0.3605882352941176,0.3299411764705882,0.35976470588235293,0.3137058823529411,0.3352941176470588,0.3474117647058823,0.36358823529411766,0.34858823529411764,0.3537647058823529,0.36911764705882355,0.2809411764705882,0.35464705882352937,0.3462941176470588,0.33888235294117647,0.33511764705882346,0.335,0.31782352941176467,0.37176470588235294,0.3433529411764705,0.3324117647058823,0.32888235294117646,0.4444705882352941,0.35482352941176465,0.33788235294117647,0.34864705882352937,0.37,0.3548235294117647,0.34811764705882353,0.38011764705882356,0.38982352941176474,0.3876470588235294,0.3141176470588235,0.3105882352941176,0.33452941176470585,0.3673529411764706,0.30376470588235294,0.3684705882352941,0.32552941176470584,0.3379411764705882,0.335,0.3695882352941176,0.3723529411764706,0.36670588235294116,0.36805882352941177,0.369,0.3079411764705882,0.2676470588235294,0.34917647058823525,0.31311764705882356,0.3547058823529411,0.3344705882352941,0.35170588235294115,0.29005882352941176,0.34470588235294114,0.3320588235294117,0.3389411764705882,0.3178235294117646,0.294,0.3392941176470588,0.3487647058823529,0.35011764705882353,0.3540588235294117,0.33788235294117647,0.3111764705882352,0.2844705882352941,0.3056470588235294,0.32641176470588235,0.3655294117647059,0.3324705882352941,0.29829411764705877,0.3040588235294117,0.29470588235294115
7,0.3474705882352941,0.2634705882352941,0.3008235294117647,0.367,0.34523529411764703,0.2839411764705882,0.4021176470588235,0.34682352941176464,0.35958823529411754,0.35411764705882354,0.30758823529411755,0.3122941176470588,0.3449411764705882,0.2625882352941176,0.3314117647058823,0.3044117647058823,0.30652941176470583,0.33352941176470585,0.39894117647058824,0.3589411764705882,0.37111764705882355,0.362,0.3092941176470588,0.3675294117647059,0.3387647058823529,0.3596470588235294,0.32588235294117646,0.30811764705882355,0.334470588235294,0.32423529411764707,0.3357647058823529,0.3210588235294118,0.3484705882352941,0.28752941176470587,0.2888235294117647,0.2716470588235294,0.3103529411764706,0.3558823529411765,0.3774705882352941,0.3292941176470588,0.31794117647058817,0.2966470588235294,0.2847647058823529,0.3758235294117647,0.3401176470588235,0.379235294117647,0.3523529411764706,0.3203529411764706,0.32888235294117646,0.3663529411764706,0.3484117647058823,0.33794117647058824,0.33670588235294113,0.3364705882352941,0.31852941176470584,0.32517647058823523,0.3987647058823529,0.32617647058823523,0.3402352941176471,0.3381176470588235,0.32605882352941173,0.375,0.3408823529411764,0.3696470588235294,0.32705882352941174,0.32247058823529406,0.2988235294117647,0.3794705882352941,0.2824117647058823,0.445,0.3066470588235294,0.33252941176470585,0.38888235294117646,0.3119411764705882,0.3040588235294117,0.30129411764705877,0.3391176470588235,0.38905882352941173,0.37011764705882355,0.3217058823529412
8,0.3016470588235294,0.34811764705882353,0.29352941176470587,0.3676470588235294,0.31641176470588234,0.3472352941176471,0.3653529411764706,0.31029411764705883,0.26335294117647057,0.2978823529411765,0.3368823529411764,0.3066470588235294,0.29976470588235293,0.3584117647058823,0.2938235294117647,0.37441176470588233,0.38088235294117645,0.32376470588235295,0.33017647058823524,0.2986470588235294,0.32547058823529407,0.376,0.33352941176470585,0.33594117647058824,0.3026470588235294,0.3472352941176471,0.36170588235294115,0.347,0.3266470588235294,0.31494117647058817,0.3932941176470588,0.3588823529411765,0.3699411764705882,0.34505882352941175,0.3085882352941176,0.33188235294117646,0.2958235294117647,0.3145882352941176,0.35429411764705876,0.29429411764705876,0.4034705882352941,0.34,0.25441176470588234,0.2666470588235294,0.3380588235294117,0.39841176470588235,0.3354117647058823,0.4408235294117647,0.3704705882352941,0.3262941176470588,0.37723529411764706,0.3151764705882352,0.31341176470588233,0.32594117647058823,0.2924117647058823,0.35352941176470587,0.2852352941176471,0.3299411764705882,0.32917647058823524,0.32923529411764707,0.26670588235294124,0.34970588235294114,0.30329411764705877,0.3456470588235294,0.4024117647058823,0.33670588235294124,0.3190588235294118,0.4419411764705882,0.338,0.31788235294117645,0.3725882352941176,0.34811764705882353,0.34505882352941175,0.337235294117647,0.28817647058823526,0.3362941176470588,0.32652941176470585,0.34794117647058825,0.38576470588235295,0.35235294117647054
9,0.3789411764705882,0.369,0.3018235294117647,0.33435294117647063,0.29035294117647054,0.2897647058823529,0.333,0.3005294117647059,0.4150588235294117,0.36217647058823527,0.351,0.3366470588235294,0.30058823529411766,0.34652941176470586,0.32717647058823524,0.35594117647058815,0.3116470588235294,0.32223529411764706,0.30852941176470583,0.31241176470588233,0.3148235294117646,0.3267647058823529,0.36376470588235293,0.3524117647058823,0.31547058823529417,0.3674705882352941,0.3504117647058823,0.3129411764705882,0.34852941176470587,0.39088235294117646,0.3655294117647059,0.28970588235294115,0.30276470588235294,0.3307647058823529,0.3332352941176471,0.31735294117647056,0.39888235294117647,0.31823529411764706,0.3298235294117646,0.32747058823529407,0.3361764705882353,0.3284117647058823,0.36994117647058816,0.31676470588235295,0.3517647058823529,0.30747058823529416,0.3646470588235294,0.35111764705882353,0.39494117647058824,0.3070588235294117,0.35417647058823526,0.3558235294117647,0.3162941176470588,0.2720588235294117,0.33852941176470586,0.35464705882352937,0.32376470588235284,0.3789411764705883,0.34958823529411764,0.2932352941176471,0.3438823529411765,0.3015294117647059,0.3138235294117647,0.3511176470588235,0.3800588235294117,0.3604117647058823,0.3083529411764706,0.3524705882352941,0.3381176470588235,0.31288235294117644,0.37547058823529417,0.2884117647058823,0.3281176470588235,0.35252941176470587,0.29399999999999993,0.3356470588235294,0.3221176470588235,0.3648823529411765,0.3386470588235294,0.3614117647058823
