mouse,sex,date,probe,protocol,UnitID,firing_rate,snr,Flag_SingleUnit,isi_violations_ratio,isi_violations_rate,isi_violations_count,position,slope,Tr.2 Peak (ms),Peak2 Tr. ratio,name Wav,wilc_Cold_,resp_binCold_,sign_binCold_,sign_Cold_,latCold_,resp_Cold_,DV_exact,wilc_Hot_,resp_binHot_,sign_binHot_,sign_Hot_,latHot_,resp_Hot_,wilc_Room_,resp_binRoom_,sign_binRoom_,latRoom_,resp_Room_,sign_Room_,Neuron,Overall SVM Score,95% shuffle,flag_Temp,Anova,T3_0,T3_1,T3_2
CB295,F,33022,tetrodes,temp,62,23.41121923,5.98360629,True,0.029489684,0.048488576,83,none,-2.844163763,0.65,-0.226781857,waveforms_62.npy,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,124.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0.0,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",143.0,1,-1,14.0,0.395789474,0.431947368,False,1.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,3,27.98999418,8.719333661,True,0.017199541,0.040424413,62,none,-11.38011204,0.425,-0.432091346,waveforms_3.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,160.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,165.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",153.0,1,-1,0.0,0.337777778,0.442333333,False,0.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,14,29.92254193,5.6927848,True,0.05073178,0.136269393,209,none,-5.144709487,0.525,-0.368530021,waveforms_14.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,115.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,102.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",87.0,1,-1,1.0,0.353333333,0.4345,False,1.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,15,44.3951339,6.079570647,True,0.023377384,0.138225413,212,none,-4.149624765,0.475,-0.313479624,waveforms_15.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[-1, -1, -1, 1]",-1,91.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,232.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[-1, -1, -1, 1]",222.0,1,-1,2.0,0.446666667,0.424666667,True,0.0,0.853219696969697,0.8337320574162681,1.0
CB293,F,40222,tetrodes,temp,30,28.46335101,7.091864918,True,0.034605763,0.08410886,129,none,-7.13546798,0.25,-0.354295837,waveforms_30.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,245.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,200.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[1, 1, 1, -1]",201.0,1,1,3.0,0.413333333,0.443333333,False,1.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,39,32.90612444,6.84289654,True,0.040945622,0.13300936,204,none,-2.773279352,0.525,-0.189453125,waveforms_39.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[1, -1, -1, 1]",1,74.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,69.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[-1, -1, -1, 1]",155.0,1,-1,4.0,0.351111111,0.458888889,False,0.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,44,7.086660455,11.32247817,True,0.008655208,0.001304013,2,none,-9.468527641,0.575,-0.360787172,waveforms_44.npy,"[0.6463551955394902, 0.6463551955394902, 1.0, 1.0]",[],"[0, 0, 0, 0]",0,,0,,"[0.5613632102341237, 0.2453580755503615, 0.39120774442396156, 0.13461455073443043]",[],"[0, 0, 0, 0]",0,,0,"[1.0, 0.6547208460185769, 1.0, 1.0]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,46,25.87553656,3.809720571,True,0.0,0.0,0,none,-1.717245989,1.475,-0.181954887,waveforms_46.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,164.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,99.0,1,"[1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05, 1.52587890625e-05]","[1, 1, 1, 1]","[1, 1, -1, -1]",182.0,1,1,6.0,0.512222222,0.425611111,True,0.0,1.0,0.9411764705882353,0.9411764705882353
CB293,F,40222,tetrodes,temp,54,16.21801382,8.585042602,True,0.018178504,0.014344147,22,none,-6.244230769,0.55,-0.305119454,waveforms_54.npy,"[0.00047611405443199426, 3.0517578125e-05, 0.0007024435292367365, 0.00042724609375]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,84.0,1,,"[3.814697265625e-06, 3.814697265625e-06, 0.0004892031410008143, 0.00020835278118208755]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,74.0,1,"[3.0517578125e-05, 0.00031610178944760343, 4.57763671875e-05, 0.0006388362972054222]","[1, 1, 1, 1]","[1, 1, 1, 1]",93.0,1,1,7.0,0.407777778,0.427777778,False,0.0,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,58,1.501571352,11.49309566,True,0.0,0.0,0,none,-8.342118227,0.55,-0.297244094,waveforms_58.npy,"[0.21410573326277282, 0.21436753796378027, 0.3839686098215419, 0.21410573326277282]",[],"[0, 0, 0, 0]",0,,0,,"[0.9824304503697668, 0.6698153575994166, 0.9824304503697668, 0.9824304503697668]",[],"[0, 0, 0, 0]",0,,0,"[0.6547208460185769, 0.6547208460185769, 0.9794352365167515, 0.6547208460185769]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB293,F,40222,tetrodes,temp,59,4.436905364,10.17765354,True,0.121440385,0.007172073,11,none,-5.771080139,0.55,-0.284793814,waveforms_59.npy,"[0.0010455140295552734, 0.00141104021037692, 0.001312255859375, 0.0009742224581185541]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,100.0,1,,"[0.00044397096700102983, 0.001619790226932541, 0.0006386072325987365, 0.001758311582688182]","[1, 1, 1, 1]","[1, -1, -1, 1]",1,27.0,1,"[0.002596341560937177, 0.003501502823250473, 0.0023972047917558063, 0.0006895075851663454]","[0, 0, 1, 1]","[-1, -1]",410.0,1,-1,9.0,0.372222222,0.438333333,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,4,29.17837296,9.897521181,True,0.007756579,0.019811329,32,none,-3.202905983,0.125,-0.134074074,waveforms_4.npy,"[6.103515625e-05, 6.103515625e-05, 6.103515625e-05, 6.103515625e-05]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,0.0,1,,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, 1]",-1,92.0,1,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",121.0,1,-1,0.0,0.335294118,0.463705882,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,5,4.170903853,14.92651695,True,0.07117595,0.003714624,6,none,-12.29032258,0.525,-0.335477486,waveforms_5.npy,"[0.3720480168685484, 0.3720480168685484, 0.3720480168685484, 0.5763646255980661]",[],"[0, 0, 0, 0]",0,,0,,"[0.406319154961283, 0.616025139252391, 0.705004864148115, 0.23280433193453265]",[],"[0, 0, 0, 0]",0,,0,"[0.9632044865194692, 0.6908350964330452, 0.8196845214645393, 0.4052551845665353]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,11,15.86577899,14.40712972,True,0.003279288,0.002476416,4,none,-8.820308123,0.6,-0.27745098,waveforms_11.npy,"[6.103515625e-05, 6.103515625e-05, 6.103515625e-05, 6.103515625e-05]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,206.0,1,,"[7.62939453125e-06, 1.52587890625e-05, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,204.0,1,"[7.62939453125e-06, 1.52587890625e-05, 1.52587890625e-05, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, 1, 1, -1]",156.0,1,-1,2.0,0.422352941,0.464764706,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,14,16.22485933,14.25736467,True,0.001567872,0.001238208,2,none,-6.978185328,0.6,-0.256666667,waveforms_14.npy,"[6.103515625e-05, 6.103515625e-05, 6.103515625e-05, 6.103515625e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,208.0,1,,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,50.0,1,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",22.0,1,-1,3.0,0.330588235,0.453823529,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,17,3.438503785,13.20335093,True,0.0,0.0,0,none,-5.710227273,0.7,-0.221105528,waveforms_17.npy,"[0.0017398972792887911, 0.005320685830211339, 0.006956757205544599, 0.00335693359375]","[1, 0, 0, 0]",[-1],-1,15.0,1,,"[0.0028098677784084976, 0.009367569340835966, 0.00896453857421875, 0.003643367060831922]",[],"[0, 0, 0, 0]",0,,0,"[0.0027225221447652634, 0.015818782812667808, 0.02410544782259505, 0.0014294401784978505]","[0, 0, 0, 1]",[1],266.0,1,1,4.0,0.36,0.449647059,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,24,10.91542316,4.804373023,True,0.050229542,0.017954017,29,none,-1.582509881,0.125,-0.172661871,waveforms_24.npy,"[0.0007193355666001984, 0.000715764705293908, 0.0008748796726335446, 6.103515625e-05]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,171.0,1,,"[2.288818359375e-05, 0.0022529563960716724, 0.0003045962929991938, 0.0003508702580247665]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,196.0,1,"[5.340576171875e-05, 0.00024715696096028954, 7.62939453125e-05, 0.00019929885848715386]","[1, 1, 1, 1]","[1, 1, 1, 1]",166.0,1,1,5.0,0.357647059,0.423529412,False,1.0,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,45,4.970167157,11.853864,True,0.016708228,0.001238208,2,none,-6.078947368,0.575,-0.268338558,waveforms_45.npy,"[0.08154501048831796, 0.021971348687637452, 0.015101373069481117, 0.0346382845763478]",[],"[0, 0, 0, 0]",0,,0,,"[0.35383690068472917, 0.04901304913333419, 0.4141593405293962, 0.5086257978053002]",[],"[0, 0, 0, 0]",0,,0,"[0.6146395600522265, 0.0016872125797027582, 0.005668023904261342, 0.21065547398521312]","[0, 1, 0, 0]",[-1],254.0,1,-1,6.0,0.6,0.441764706,True,1.0,0.05454545454545454,1.0,0.9090909090909092
CB293,F,40422,tetrodes,temp,46,3.115950585,7.920445117,True,0.127530042,0.003714624,6,none,-5.306909824,0.55,-0.302752294,waveforms_46.npy,"[0.0042724609375, 0.001940811688080074, 0.00018310546875, 0.0011707953203135464]","[0, 1, 1, 1]","[-1, -1, -1]",-1,315.0,1,,"[0.00045027494721190366, 0.0007228360079511581, 0.000211511099731863, 0.00021041200759158458]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,210.0,1,"[0.00024631562167381447, 0.000404338272703515, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",3.0,1,-1,7.0,0.511764706,0.431941176,True,1.0,0.39999999999999997,1.0,0.3333333333333333
CB293,F,40422,tetrodes,temp,52,2.059140005,20.44412231,True,0.0,0.0,0,none,-12.93616474,0.6,-0.293699187,waveforms_52.npy,"[1.0, 1.0, 1.0, 0.6373518882339371]",[],"[0, 0, 0, 0]",0,,0,,"[0.6625205835400576, 1.0, 1.0, 1.0]",[],"[0, 0, 0, 0]",0,,0,"[1.0, 0.23280433193453265, 0.4052551845665353, 0.23280433193453265]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,54,1.29640384,8.524341591,True,0.122789649,0.000619104,1,none,-6.069704433,0.725,-0.27703827,waveforms_54.npy,"[0.6505571994574701, 0.72401802199572, 0.9075921509269966, 0.6008946630407594]",[],"[0, 0, 0, 0]",0,,0,,"[0.07890500124242415, 0.09551213192234037, 0.054962882529636305, 0.009916338785802952]",[],"[0, 0, 0, 0]",0,,0,"[0.14700695583568432, 0.09172024859631644, 0.01833382755905768, 0.1397496051988974]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB293,F,40422,tetrodes,temp,57,4.065656168,7.376423826,True,0.237210922,0.011762977,19,none,-6.790414223,0.575,-0.354609929,waveforms_57.npy,"[0.0019244427721771032, 6.103515625e-05, 0.0006619614563606601, 0.0006807225285570666]","[1, 1, 1, 1]","[1, -1, 1, 1]",1,0.0,1,,"[3.814697265625e-05, 2.288818359375e-05, 0.00029675967694304286, 0.0011607461151358588]","[1, 1, 1, 1]","[-1, -1, -1, 1]",-1,7.0,1,"[2.288818359375e-05, 0.0005259323905642689, 0.00021114426866106168, 7.62939453125e-05]","[1, 1, 1, 1]","[-1, 1, 1, -1]",13.0,1,-1,10.0,0.425882353,0.439470588,False,0.0,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,0,2.361473671,14.69960473,True,0.027923797,0.000467156,1,none,-4.784110008,0.9,-0.218320611,waveforms_0.npy,"[0.050173139980588304, 0.10651247178404812, 0.13566242183831126, 0.4973948437339275]",[],"[0, 0, 0, 0]",0,,0,,"[0.00025121264017560725, 0.01611093164778068, 0.11836076864016858, 0.12710597212675442]","[1, 0, 0, 0]",[-1],-1,132.0,1,"[0.03646254609845986, 0.29107143904854316, 0.3233288013899289, 0.9647582234332996]",[],"[0, 0, 0, 0]",,0,0,0.0,0.537,0.42465,True,1.0,0.6000000000000001,1.0,0.6933333333333334
CB300,M,60922,tetrodes,temp,3,8.677890191,29.96292023,True,0.0,0.0,0,none,-9.569671505,0.775,-0.196815718,waveforms_3.npy,"[3.0517578125e-05, 0.0006908936425600838, 0.035899365531997095, 0.550809211261984]","[1, 1, 0, 0]","[-1, 1]",-1,0.0,1,,"[1.1920928955078125e-07, 1.8822507286503308e-05, 0.0008284769668925369, 0.0017868801631861287]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,0.0,1,"[0.000248845917394308, 0.0019656133051386576, 0.07276427294036618, 0.43194651029864084]","[1, 1, 0, 0]","[-1, 1]",19.0,1,-1,1.0,0.389,0.45865,False,0.0,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,5,3.229449553,9.919414364,True,0.089584925,0.002802936,6,none,-1.87826087,0.775,-0.162,waveforms_5.npy,"[0.0007135007922193672, 0.001312255859375, 0.002782488961006734, 0.2865392677256965]","[1, 1, 0, 0]","[-1, -1]",-1,155.0,1,,"[0.00043660600043848895, 0.6237855555912948, 0.944107174873352, 0.6548551562909115]","[1, 0, 0, 0]",[-1],-1,34.0,1,"[0.003290560244460114, 0.25186303536712995, 0.24439877139085464, 0.03849029541015625]",[],"[0, 0, 0, 0]",,0,0,2.0,0.622,0.43605,True,0.0,0.9,0.99,1.0
CB300,M,60922,tetrodes,temp,7,15.40820694,12.78878947,True,0.020988745,0.014948993,32,none,-4.506754221,0.375,-0.288814691,waveforms_7.npy,"[0.00030517578125, 0.0012070354914556184, 0.000152587890625, 0.00042724609375]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,180.0,1,,"[5.188071544884761e-05, 0.0005391751361025427, 0.0008170359684697878, 0.00433504581451416]","[1, 1, 1, 0]","[1, 1, 1]",1,188.0,1,"[7.62939453125e-06, 0.0003520101058266332, 7.62939453125e-06, 1.52587890625e-05]","[1, 1, 1, 1]","[1, 1, -1, 1]",47.0,1,1,3.0,0.578,0.4311,True,0.0,0.8333333333333334,1.0,0.9947089947089947
CB300,M,60922,tetrodes,temp,12,1.142196464,6.985437142,True,0.119360072,0.000467156,1,none,-3.261484594,0.725,-0.297507788,waveforms_12.npy,"[0.135226361006916, 0.03911857248987607, 0.09433664705755138, 0.11002391077936831]",[],"[0, 0, 0, 0]",0,,0,,"[0.006796638881655273, 0.20494140621514656, 0.2985465085972957, 0.141617130646793]",[],"[0, 0, 0, 0]",0,,0,"[0.10347344961939486, 0.41563189359163144, 0.11787683496706872, 0.4945995086185442]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,25,19.57009991,13.89890352,True,0.012604229,0.014481837,31,none,-3.962604327,0.775,-0.18778135,waveforms_25.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,170.0,1,,"[1.1920928955078125e-07, 1.9233372663777228e-05, 5.125999450683594e-06, 1.1920928955078125e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,44.0,1,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",188.0,1,-1,5.0,0.268,0.43715,False,0.0,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,47,27.0721584,11.88454727,True,0.006586529,0.014481837,31,none,-5.790106952,0.25,-0.28671875,waveforms_47.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,146.0,1,,"[1.1920928955078125e-07, 1.1920928955078125e-07, 1.1920928955078125e-07, 1.1920928955078125e-07]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,146.0,1,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",144.0,1,1,6.0,0.333,0.42515,False,1.0,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,54,42.37712386,7.076311188,True,0.026013512,0.140146805,300,none,-2.929971989,0.3,-0.303459119,waveforms_54.npy,"[3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05, 3.0517578125e-05]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,131.0,1,,"[1.1920928955078125e-07, 1.1920928955078125e-07, 1.1920928955078125e-07, 1.1920928955078125e-07]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,15.0,1,"[7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",26.0,1,-1,7.0,0.334,0.44005,False,1.0,0.0,0.0,0.0
CB300,M,60922,tetrodes,temp,56,1.317379971,29.36127465,True,0.089726056,0.000467156,1,none,-12.21657754,0.95,-0.243418803,waveforms_56.npy,"[1.0, 0.0005248739114260073, 0.015684919934064588, 0.38399076769259977]","[0, 1, 0, 0]",[1],1,268.0,1,,"[0.7087943275311224, 1.8803999052709196e-05, 0.00021393741088072745, 0.9280084603415849]","[0, 1, 1, 0]","[1, 1]",1,262.0,1,"[0.4162468668577183, 0.002050975419886717, 0.2339127347415636, 0.648503379652976]","[0, 1, 0, 0]",[1],254.0,1,1,8.0,0.473,0.42535,True,1.0,0.4838709677419355,1.0,0.45161290322580644
CB300,M,61722,tetrodes,temp,14,0.987971196,9.136926929,True,0.0,0.0,0,none,-3.586143695,0.675,-0.267716535,waveforms_14.npy,"[0.009861543063901222, 0.02002498042207678, 0.009643849107291902, 0.028038451148459497]",[],"[0, 0, 0, 0]",0,,0,,"[0.10857144217083242, 0.024671600116283245, 0.08917533724135218, 0.07522919133038355]",[],"[0, 0, 0, 0]",0,,0,"[0.052498036922561324, 0.10451600968078509, 0.02238394742285729, 0.011253124469613593]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB300,M,61722,tetrodes,temp,19,10.23236021,11.0814947,True,0.026555635,0.00834122,18,none,-5.57967033,0.25,-0.344456405,waveforms_19.npy,"[0.012954311963203182, 0.15666008913444399, 0.007835097052274718, 0.0010704605860863724]","[0, 0, 0, 1]",[-1],-1,0.0,1,,"[0.27632867179039744, 0.19931947141096262, 0.9094778280550984, 0.11501699206178127]",[],"[0, 0, 0, 0]",0,,0,"[0.0018163397908210754, 0.014934566273865727, 0.0003712472177132828, 0.00024177131142936323]","[1, 0, 1, 1]","[1, 1, 1]",134.0,1,1,1.0,0.389565217,0.44026087,False,1.0,0.0,0.0,0.0
CB300,M,61722,tetrodes,temp,20,1.758143863,5.854850006,True,0.199888128,0.001853604,4,none,-3.263837977,0.7,-0.35515873,waveforms_20.npy,"[0.3741217727900925, 0.41083487637907024, 0.14245646696327074, 0.6111158209723495]",[],"[0, 0, 0, 0]",0,,0,,"[0.27189733514759673, 0.2714652206881344, 0.6323131636022478, 0.566279574045329]",[],"[0, 0, 0, 0]",0,,0,"[0.2427436858369394, 0.5642067213649011, 0.8422902154753114, 0.6682633907370652]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB300,M,61722,tetrodes,temp,30,6.682707605,13.5175719,True,0.083012243,0.011121627,24,none,-3.412096774,0.775,-0.229069767,waveforms_30.npy,"[7.62939453125e-06, 0.00021004657690825029, 7.62939453125e-06, 7.62939453125e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,169.0,1,,"[4.76837158203125e-07, 4.76837158203125e-07, 4.76837158203125e-07, 4.76837158203125e-07]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,178.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",178.0,1,1,3.0,0.475652174,0.454043478,True,1.0,1.0,0.8181818181818181,0.6206896551724138
CB300,M,61722,tetrodes,temp,37,1.353594682,12.61941904,True,0.084306013,0.000463401,1,none,-3.626984127,0.775,-0.247910864,waveforms_37.npy,"[0.1492151461105081, 0.02671431790843844, 0.020174471111675387, 0.008195662480130006]",[],"[0, 0, 0, 0]",0,,0,,"[0.44209864895024154, 0.006709253353674426, 0.04621927363492029, 0.0020103785866988685]","[0, 0, 0, 1]",[1],1,713.0,1,"[0.6893055215272277, 0.48238410663677855, 0.06146087262903426, 0.0074657989526497074]",[],"[0, 0, 0, 0]",,0,0,4.0,0.56,0.454869565,True,1.0,1.0,0.4090909090909091,0.7161803713527851
CB300,M,61722,tetrodes,temp,40,13.41546253,7.212175815,True,0.022315051,0.012048429,26,none,-4.097860963,0.75,-0.336111111,waveforms_40.npy,"[0.00041961669921875, 0.00031436002097974346, 0.00031176908083413674, 0.00031176908083413674]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,85.0,1,,"[5.6287308686617986e-05, 5.660846335251202e-05, 7.419261525773392e-05, 0.00011468945663953173]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,173.0,1,"[3.981398148341732e-06, 3.2862929040978737e-06, 3.113571564522222e-06, 4.409149535694304e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",71.0,1,-1,5.0,0.447826087,0.472173913,False,1.0,0.0,0.0,0.0
CB300,M,61722,tetrodes,temp,49,0.49074179,8.788951309,True,0.0,0.0,0,none,-1.744993982,0.7,-0.164992826,waveforms_49.npy,"[0.6568475654169275, 0.4053215675412082, 0.4053215675412082, 0.6568475654169275]",[],"[0, 0, 0, 0]",0,,0,,"[0.9857391711478937, 0.6891565167793516, 0.6891565167793516, 0.9857391711478937]",[],"[0, 0, 0, 0]",0,,0,"[0.7186267961398609, 0.4958941726259579, 0.5108269369597451, 0.5108269369597451]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB300,M,61722,tetrodes,temp,61,0.603811664,8.314312591,True,0.423674993,0.000463401,1,none,-1.545098039,0.8,-0.191413238,waveforms_61.npy,"[0.9122056638331244, 0.23808695162597715, 0.1158242881148606, 0.0365552838825056]",[],"[0, 0, 0, 0]",0,,0,,"[0.08578158150120505, 0.31740803082570823, 0.0020103785866988685, 0.0020103785866988685]","[0, 0, 1, 1]","[-1, -1]",-1,537.0,1,"[0.12778144610764391, 0.2875309043562475, 9.62121117727591e-05, 9.616588268883476e-05]","[0, 0, 1, 1]","[-1, -1]",496.0,1,-1,7.0,0.473913043,0.460913043,True,1.0,1.0,0.0909090909090909,0.02298850574712644
CB300,M,61722,tetrodes,temp,64,0.897607977,22.87049478,True,0.191717793,0.000463401,1,none,-7.181909824,0.775,-0.236143187,waveforms_64.npy,"[0.6484607981278814, 0.40650635561717274, 0.40650635561717274, 0.419604559528884]",[],"[0, 0, 0, 0]",0,,0,,"[0.2100222216977431, 0.21567677091383697, 0.026825037401690073, 0.030283244948810267]",[],"[0, 0, 0, 0]",0,,0,"[0.13129794763186348, 0.1828185753931072, 0.29496431931553524, 0.7561311663021448]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB300,M,62022,tetrodes,temp,0,2.535683671,3.166054854,True,0.09692681,0.001869629,4,none,-0.438345865,1.125,-0.186440678,waveforms_0.npy,"[1.2090455430682907e-05, 5.292092735725469e-06, 4.121479864753949e-06, 9.867601963508613e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,115.0,1,,"[3.725290298461914e-08, 5.7721421723134186e-06, 3.725290298461914e-08, 2.657389281074595e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,97.0,1,"[1.342373441285355e-05, 6.288982949658275e-06, 7.689354834487306e-06, 9.506057838852397e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",92.0,1,-1,0.0,0.364827586,0.381482759,False,0.0,0.0,0.0,0.0
