mouse,sex,date,probe,protocol,UnitID,firing_rate,snr,Flag_SingleUnit,isi_violations_ratio,isi_violations_rate,isi_violations_count,position,slope,Tr.2 Peak (ms),Peak2 Tr. ratio,name Wav,wilc_Cold_,resp_binCold_,sign_binCold_,sign_Cold_,latCold_,resp_Cold_,DV_exact,wilc_Hot_,resp_binHot_,sign_binHot_,sign_Hot_,latHot_,resp_Hot_,wilc_Room_,resp_binRoom_,sign_binRoom_,latRoom_,resp_Room_,sign_Room_,Neuron,Overall SVM Score,95% shuffle,flag_Temp,Anova,T3_0,T3_1,T3_2
CB312,F,81522,tetrodes,temp,47,4.760800901,9.031679787,True,0.026411253,0.001795851,4,none,-4.199596774,0.775,-0.271293375,waveforms_47.npy,"[7.853368837910375e-05, 0.00016554283322161494, 0.08469157380335678, 0.011801556497059485]","[1, 1, 0, 0]","[-1, -1]",-1,89.0,1,,"[6.407303981404457e-05, 8.420273124295774e-05, 0.06529128534652004, 0.015521151611975734]","[1, 1, 0, 0]","[-1, -1]",-1,38.0,1,"[0.00029716877749410723, 0.0630656372836892, 0.15249514815050277, 0.3337051523571426]","[1, 0, 0, 0]",[-1],100.0,1,-1,6.0,0.384827586,0.418068966,False,1.0,0.0,0.0,0.0
CB312,F,81522,tetrodes,temp,50,3.711126014,21.96737814,True,0.010866199,0.000448963,1,none,-7.180815508,0.75,-0.202520252,waveforms_50.npy,"[0.0009074037876019656, 0.0007923132338909713, 0.01410835550878127, 0.23324902705101713]","[1, 1, 0, 0]","[-1, -1]",-1,42.0,1,,"[0.002447591671712989, 0.001049882423126061, 0.013349100416355047, 0.13203712474762008]","[1, 1, 0, 0]","[-1, -1]",-1,11.0,1,"[0.9133954655577892, 0.6404468592447847, 0.17434481387755452, 0.013969493914792264]",[],"[0, 0, 0, 0]",,0,0,7.0,0.515862069,0.402517241,True,1.0,0.608695652173913,0.6304347826086957,1.0
CB312,F,81522,tetrodes,temp,51,3.28461141,8.987496371,True,0.097099969,0.003142739,7,none,-4.513034759,0.725,-0.296536797,waveforms_51.npy,"[0.000343061046852805, 0.0005071976721458398, 1.702132066257578e-05, 3.1988014831273985e-05]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,174.0,1,,"[0.00034030148924119817, 1.1928379535675049e-05, 1.4354418296661626e-05, 1.4930975195337622e-05]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,71.0,1,"[1.1647570606290637e-05, 0.000149611508696765, 2.5367947860726766e-05, 6.6993224683862395e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",92.0,1,1,8.0,0.395172414,0.398655172,False,1.0,0.0,0.0,0.0
CB312,F,81522,tetrodes,temp,56,3.175962427,8.355941946,True,0.02967347,0.000897925,2,none,-2.005662806,0.625,-0.19379845,waveforms_56.npy,"[0.004797207019650355, 0.14329370104848524, 0.0007234416503780688, 0.001948262008342162]","[0, 0, 1, 1]","[1, 1]",1,215.0,1,,"[0.30668998150794213, 0.0269189790909839, 0.08887661497987849, 0.8451081031770631]",[],"[0, 0, 0, 0]",0,,0,"[0.7362546525454619, 0.010921744890729477, 0.24372956854321426, 0.8280583101840477]",[],"[0, 0, 0, 0]",,0,0,9.0,0.469655172,0.396758621,True,1.0,0.7049180327868853,1.0,0.8852459016393441
CB312,F,81522,tetrodes,temp,58,2.844627925,11.20808628,True,0.092471545,0.002244814,5,none,-2.991702229,0.625,-0.191425723,waveforms_58.npy,"[2.18253404649829e-05, 2.169237271179327e-05, 5.102434765600416e-05, 7.294003241234999e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,66.0,1,,"[0.0031733421702382185, 0.14585411384687988, 0.011067719566567286, 0.011146047729215548]",[],"[0, 0, 0, 0]",0,,0,"[0.0001612008755886634, 0.003523158299040741, 0.00022647482855443635, 6.807933162574672e-05]","[1, 0, 1, 1]","[-1, -1, -1]",46.0,1,-1,10.0,0.504137931,0.391137931,True,1.0,0.030303030303030307,1.0,0.060606060606060615
CB312,F,81522,tetrodes,temp,60,4.563257296,7.281965198,True,0.093429169,0.005836516,13,none,-3.326765189,0.925,-0.274853801,waveforms_60.npy,"[1.1456468168975128e-05, 5.09373696404469e-06, 4.137391752484231e-06, 4.10526607393011e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,59.0,1,,"[1.7273618486410157e-05, 7.11575467626379e-06, 8.693200059398797e-06, 1.023159592122545e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,155.0,1,"[0.00014934354560977697, 0.00012952529508852476, 0.00037881346501128017, 9.056970499173466e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",23.0,1,-1,11.0,0.374482759,0.41,False,1.0,0.0,0.0,0.0
CB312,F,81522,tetrodes,temp,61,2.740019606,3.312101609,True,0.119600489,0.002693776,6,none,-0.173684211,0.5,-0.075801749,waveforms_61.npy,"[4.188680210993103e-06, 4.180547446627507e-06, 4.871469076661208e-06, 5.681951949541358e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,49.0,1,,"[2.873709548170033e-06, 3.4282853067023234e-06, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,52.0,1,"[3.725290298461914e-09, 3.4577373922322777e-06, 2.6431275277623607e-06, 1.1175870895385742e-08]","[1, 1, 1, 1]","[-1, -1, -1, -1]",10.0,1,-1,12.0,0.469655172,0.409034483,True,1.0,1.0,0.380952380952381,0.619047619047619
CB312,F,81222,tetrodes,temp,25,3.441829547,9.997939666,True,0.024478129,0.000869918,2,none,-3.90872434,0.775,-0.270742358,waveforms_25.npy,"[0.10942408803929593, 0.00023915827559847604, 0.27510286877282, 0.29758898422239377]","[0, 1, 0, 0]",[1],1,312.0,1,,"[0.9912685141354426, 0.00042461797559233426, 0.06812152604377143, 0.21966202986492012]","[0, 1, 0, 0]",[1],1,280.0,1,"[0.6018785880806441, 0.00022472037253160182, 0.1491666977520807, 0.7318868396846193]","[0, 1, 0, 0]",[1],311.0,1,1,0.0,0.48,0.408965517,True,1.0,0.46446446446446443,1.0,0.47297297297297297
CB312,F,81222,tetrodes,temp,27,3.119090064,14.70886332,True,0.059611644,0.001739835,4,none,-5.298624905,0.775,-0.232230823,waveforms_27.npy,"[0.0039935655241629875, 0.0011054322583897525, 1.3089734251519016e-05, 0.00023950111836287694]","[0, 1, 1, 1]","[1, -1, -1]",1,151.0,1,,"[0.007513087931987641, 0.4028114621521355, 0.28176041505209026, 0.07121854535330391]",[],"[0, 0, 0, 0]",0,,0,"[0.006154130481076618, 0.000497797682528541, 0.0008685207582811152, 0.006917620707773691]","[0, 1, 1, 0]","[-1, -1]",399.0,1,-1,1.0,0.586896552,0.408517241,True,1.0,0.03464755077658303,1.0,0.0967741935483871
CB312,F,81222,tetrodes,temp,31,3.08603319,21.84635614,True,0.0,0.0,0,none,-7.458403361,0.775,-0.22336931,waveforms_31.npy,"[0.6342011254837476, 0.17626277923121758, 0.6277016806162643, 0.3368618407175985]",[],"[0, 0, 0, 0]",0,,0,,"[0.579195103247029, 0.16067781035757478, 0.5794304254067568, 0.5946743106094025]",[],"[0, 0, 0, 0]",0,,0,"[0.00671437054123359, 0.001574008792875245, 0.04183729651299155, 0.013121306064697306]","[0, 1, 0, 0]",[-1],313.0,1,-1,2.0,0.333793103,0.408413793,False,0.0,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,42,24.28070906,5.51829573,True,0.042545175,0.075247885,173,none,-5.307173913,0.125,-0.581395349,waveforms_42.npy,"[1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,179.0,1,,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,60.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",141.0,1,-1,3.0,0.671034483,0.405758621,True,1.0,0.45827160493827157,1.0,0.6
CB312,F,81222,tetrodes,temp,44,3.303077667,9.234881401,True,0.212622563,0.006959342,16,none,-2.699579832,0.7,-0.216957606,waveforms_44.npy,"[0.03220962015386332, 0.11598181471390161, 0.4108225770398759, 0.02492067196965036]",[],"[0, 0, 0, 0]",0,,0,,"[0.0009269929568538762, 0.0005425468378823652, 9.513239490685762e-05, 0.0005405018863197332]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,36.0,1,"[0.0025481717576988595, 0.0030488804057462178, 0.055916122850039184, 0.0015433192724434556]","[0, 0, 0, 1]",[-1],91.0,1,-1,4.0,0.474482759,0.396724138,True,1.0,0.35802469135802467,1.0,1.0
CB312,F,81222,tetrodes,temp,45,19.9802707,6.110969892,True,0.089705931,0.107434841,247,none,-11.84166667,0.175,-0.423387097,waveforms_45.npy,"[1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,67.0,1,,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,160.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",0.0,1,-1,5.0,0.335172414,0.409758621,False,1.0,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,56,2.387054284,9.208808477,True,0.0,0.0,0,none,-4.616246499,0.6,-0.301705757,waveforms_56.npy,"[0.002965723104635562, 0.016984366544818053, 0.088532660133147, 0.023479345619330374]",[],"[0, 0, 0, 0]",0,,0,,"[5.400699190687386e-06, 1.0374310779911587e-05, 0.0017603824166691402, 0.001666329801082611]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,71.0,1,"[0.0008092616805783644, 0.0008606019149565016, 0.13134455116915186, 0.001531349076775295]","[1, 1, 0, 1]","[-1, -1, -1]",107.0,1,-1,6.0,0.575172414,0.401206897,True,1.0,1.0,0.9310344827586208,0.9310344827586208
CB312,F,81222,tetrodes,temp,58,9.35857507,5.714395906,True,0.064561273,0.016963396,39,none,-0.732193878,0.325,-0.221052632,waveforms_58.npy,"[4.470348358154297e-08, 4.470348358154297e-08, 7.450580596923828e-08, 2.9802322387695312e-08]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,162.0,1,,"[2.660964671406464e-06, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,26.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",58.0,1,1,7.0,0.391034483,0.402827586,False,0.0,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,60,3.624512272,12.30733476,True,0.011036409,0.000434959,1,none,-5.485485103,0.725,-0.281553398,waveforms_60.npy,"[0.0669904183842659, 0.2460816226150775, 0.882283723258882, 0.011891931779896725]",[],"[0, 0, 0, 0]",0,,0,,"[0.271651966472241, 0.2103252384580696, 0.81012757714928, 0.7267512288183484]",[],"[0, 0, 0, 0]",0,,0,"[0.0017917727718738472, 0.002467481972574381, 0.947907104574753, 0.9826262651199262]","[1, 1, 0, 0]","[-1, -1]",62.0,1,-1,8.0,0.415172414,0.414793103,True,1.0,1.0,0.5136741973840666,0.9310344827586207
CB312,F,81222,tetrodes,temp,67,2.286143826,13.20190643,True,0.138704274,0.002174794,5,none,-3.683489305,0.65,-0.176865672,waveforms_67.npy,"[0.9086877535872689, 0.8397352542100565, 0.6900660993794074, 0.4826917494654275]",[],"[0, 0, 0, 0]",0,,0,,"[0.43273598174117756, 0.01665696286924469, 8.109136476229423e-06, 0.006203186578877068]","[0, 0, 1, 0]",[1],1,197.0,1,"[0.830416873003359, 0.11719706266872947, 0.7491147402715226, 0.19639715219619236]",[],"[0, 0, 0, 0]",,0,0,9.0,0.680689655,0.421551724,True,1.0,0.039780521262002745,1.0,0.03703703703703704
CB312,F,81222,tetrodes,temp,68,3.508378254,6.84305556,True,0.047116618,0.001739835,4,none,-3.687774927,0.825,-0.318584071,waveforms_68.npy,"[2.0858583649124452e-05, 6.515894939511039e-06, 9.69113066363789e-06, 6.515894939511039e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,109.0,1,,"[9.23114176090317e-06, 5.553005724179307e-06, 6.782938618118373e-06, 1.5129790687516157e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,211.0,1,"[7.508070334372436e-06, 3.473682506124481e-06, 4.2955957174809e-06, 4.2955957174809e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",139.0,1,-1,10.0,0.468275862,0.420896552,True,1.0,0.024978466838931953,0.13953488372093023,1.0
CB312,F,81222,tetrodes,temp,69,2.456212745,12.6309044,True,0.0,0.0,0,none,-4.743310117,0.7,-0.229696473,waveforms_69.npy,"[0.2508064541648146, 0.389692320949524, 0.45325091116018235, 0.06490916729547727]",[],"[0, 0, 0, 0]",0,,0,,"[0.8781971269761454, 0.5072148881309166, 0.3591964803620018, 0.4695415113973803]",[],"[0, 0, 0, 0]",0,,0,"[0.7440665866565623, 0.2164767488107635, 0.0837649180594559, 0.022365647626829892]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,70,1.530620267,11.72545978,True,0.0,0.0,0,none,-4.970853859,0.5,-0.244080146,waveforms_70.npy,"[0.18936900274733182, 0.2025849596087036, 0.30015144378923264, 0.30015144378923264]",[],"[0, 0, 0, 0]",0,,0,,"[0.06405326608050496, 0.6707490515353065, 0.7026589437554542, 0.022312048205607334]",[],"[0, 0, 0, 0]",0,,0,"[0.664209607385084, 0.6976448235513657, 0.19639715219619236, 0.32310126188640875]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,71,2.433159925,10.67950338,True,0.293877864,0.005219506,12,none,-4.69776393,0.7,-0.261494253,waveforms_71.npy,"[0.0011677724225128269, 0.013739268921432162, 0.09851376976096057, 0.031539093270200706]","[1, 0, 0, 0]",[-1],-1,95.0,1,,"[0.0063793741198069406, 0.18507024966217456, 0.0004008740123535337, 0.005653185233840939]","[0, 0, 1, 0]",[-1],-1,116.0,1,"[0.08617598015463712, 0.31147784292031355, 0.6866429198027744, 0.018006585739631917]",[],"[0, 0, 0, 0]",,0,0,13.0,0.403448276,0.419517241,False,1.0,0.0,0.0,0.0
CB312,F,81222,tetrodes,temp,73,25.25719172,6.628607544,True,0.024091436,0.04610564,106,none,-2.386429366,0.15,-0.242283951,waveforms_73.npy,"[1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08, 1.4901161193847656e-08]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0.0,1,,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,248.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",64.0,1,1,14.0,0.546896552,0.411965517,True,1.0,1.0,0.21544599601025932,0.5232259903106298
CB312,F,81222,tetrodes,temp,74,2.30397714,5.244178017,True,0.054626151,0.000869918,2,none,-2.38697318,0.8,-0.243190661,waveforms_74.npy,"[0.12653328876076886, 0.9807091184876155, 0.07715512167237654, 0.16829893764532522]",[],"[0, 0, 0, 0]",0,,0,,"[0.11270649156572352, 0.7509473986896789, 0.6329060854512503, 0.595356927500875]",[],"[0, 0, 0, 0]",0,,0,"[0.0760989524027245, 0.7941098539632255, 0.006147232525872414, 0.0035338035343295483]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB313,F,81222,tetrodes,temp,9,30.99442424,5.217351827,True,0.056690842,0.16338091,368,none,-38.35,0.15,-0.671669794,waveforms_9.npy,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,90.0,1,,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,221.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",184.0,1,-1,0.0,0.408275862,0.381413793,True,1.0,0.9009900990099009,1.0,0.8613861386138613
CB313,F,81222,tetrodes,temp,32,3.356412182,8.219782064,True,0.091955922,0.003107789,7,none,-7.243715239,0.8,-0.337837838,waveforms_32.npy,"[0.0003472294975587212, 0.31845134107859885, 0.02858730400480474, 0.0003075984720800485]","[1, 0, 0, 1]","[1, 1]",1,107.0,1,,"[3.7375183151519105e-05, 0.0010495238654833706, 0.03280137163046967, 0.02031896241566301]","[1, 1, 0, 0]","[1, 1]",1,103.0,1,"[0.03752345358461392, 0.8964018102774983, 0.6638320428037345, 0.11794360444167798]",[],"[0, 0, 0, 0]",,0,0,1.0,0.368965517,0.409758621,False,1.0,0.0,0.0,0.0
CB313,F,81222,tetrodes,temp,46,2.311307119,5.670306102,True,0.22161896,0.003551759,8,none,-3.327578304,0.8,-0.273189327,waveforms_46.npy,"[0.17195883656346633, 0.4649468203533823, 0.13276443747282538, 0.29476461070433513]",[],"[0, 0, 0, 0]",0,,0,,"[0.016361236851808635, 0.02177375480415299, 0.018714890998786073, 0.044408275490279536]",[],"[0, 0, 0, 0]",0,,0,"[0.02033953698587053, 0.0646748963479223, 0.046874899526174935, 0.02954782153060673]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB313,F,81222,tetrodes,temp,49,5.627762013,8.830845608,True,0.130833459,0.012431156,28,none,-4.542137097,0.8,-0.255676209,waveforms_49.npy,"[4.4720681598868165e-06, 6.661970314801484e-06, 9.000152561915629e-06, 1.646959180912519e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,72.0,1,,"[2.810792654028128e-06, 2.9377881518041963e-06, 4.631795001094608e-06, 9.60161207283002e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,112.0,1,"[5.34930385642654e-05, 2.388855259047021e-05, 1.539679328984153e-05, 3.0325637378318173e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",170.0,1,-1,3.0,0.402758621,0.391793103,True,1.0,1.0,0.375,0.75
CB313,F,81522,tetrodes,temp,6,0.590594051,8.920608607,True,0.0,0.0,0,none,-11.02097902,0.175,-0.273022752,waveforms_6.npy,"[0.7236736098317631, 0.7236736098317631, 0.3404732263978816, 0.37072998947594593]",[],"[0, 0, 0, 0]",0,,0,,"[0.7013102078117179, 0.3184907277075488, 0.3184907277075488, 0.4958496191888412]",[],"[0, 0, 0, 0]",0,,0,"[1.0, 1.0, 0.19639715219619236, 0.49310392444974116]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB313,F,81522,tetrodes,temp,10,3.206141578,15.30758748,True,0.013525059,0.000417086,1,none,-9.446420104,0.55,-0.30960344,waveforms_10.npy,"[0.0007202617099102229, 0.00034563280466222386, 0.0008155765521394601, 0.0008022175072851519]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,178.0,1,,"[0.17533676392616515, 0.09504818252312383, 0.22649244630346588, 0.05113410636565737]",[],"[0, 0, 0, 0]",0,,0,"[0.00053628573439133, 0.002190300876774909, 0.013021531436317726, 0.006036559758750603]","[1, 1, 0, 0]","[-1, -1]",173.0,1,-1,1.0,0.342068966,0.380482759,False,0.0,0.0,0.0,0.0
CB313,F,81522,tetrodes,temp,36,2.407004429,4.148960016,True,0.0,0.0,0,none,-0.167892157,1.925,-0.047393365,waveforms_36.npy,"[0.3184907277075488, 0.4958496191888412, 0.4371568079106837, 0.7448492813801264]",[],"[0, 0, 0, 0]",0,,0,,"[0.11644452626487589, 0.11644452626487589, 0.4888401732213967, 0.9466593388131893]",[],"[0, 0, 0, 0]",0,,0,"[0.7013390109503915, 0.9174521960583991, 0.7013390109503915, 0.9174549229523522]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB313,F,81522,tetrodes,temp,38,18.00936479,9.161845745,True,0.029148532,0.028361861,68,none,-5.323784355,0.225,-0.352983988,waveforms_38.npy,"[3.725290298461914e-09, 7.450580596923828e-09, 1.1175870895385742e-08, 1.1175870895385742e-08]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0.0,1,,"[3.2746276147599846e-06, 7.450580596923828e-09, 7.450580596923828e-09, 3.473682506124481e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,4.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[-1, -1, -1, -1]",30.0,1,-1,3.0,0.44,0.403275862,True,0.0,0.9743589743589743,0.8717948717948717,1.0
CB313,F,81522,tetrodes,temp,40,8.546096126,5.471775456,True,0.10659996,0.023356827,56,none,-2.35331144,0.8,-0.265979381,waveforms_40.npy,"[8.327203364994793e-05, 1.187149398164418e-05, 0.00025043053470389786, 0.0002862868102165227]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,66.0,1,,"[1.7265029022185156e-05, 9.13707477802861e-06, 8.935762152496071e-05, 0.0005058395547860665]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,0.0,1,"[6.128914130555457e-06, 6.753576778395058e-06, 4.279002683914921e-06, 1.0143067078051681e-05]","[1, 1, 1, 1]","[1, 1, -1, 1]",109.0,1,1,4.0,0.448965517,0.408413793,True,1.0,0.8846153846153847,1.0,0.903846153846154
CB313,F,81522,tetrodes,temp,50,3.564001532,16.51775887,True,0.010945328,0.000417086,1,none,-5.428291317,0.725,-0.227179135,waveforms_50.npy,"[0.0002735339187649086, 0.0021823692000920037, 0.2971260184251725, 0.9566989138608434]","[1, 1, 0, 0]","[-1, 1]",-1,45.0,1,,"[0.009992551280547206, 0.0020017682421868163, 0.0010186411510919, 0.00048296204987789557]","[0, 1, 1, 1]","[-1, -1, -1]",-1,0.0,1,"[0.0006062281793229085, 0.006859926173540675, 0.001199349536060516, 0.00623777056824971]","[1, 0, 1, 0]","[1, 1]",0.0,1,1,5.0,0.568965517,0.415275862,True,1.0,1.0,0.05405405405405406,0.6216216216216216
CB313,F,81522,tetrodes,temp,54,0.636473533,7.426402209,True,0.3431973,0.000417086,1,none,-6.280357143,0.15,-0.280312907,waveforms_54.npy,"[0.1961712600367247, 0.12311602578672262, 0.2948877627336469, 0.20417781369364452]",[],"[0, 0, 0, 0]",0,,0,,"[0.3146399227812884, 0.07311660969624056, 0.03747259086306834, 0.07120920860998065]",[],"[0, 0, 0, 0]",0,,0,"[0.19648971701138718, 0.8560376427231582, 0.48238410663677855, 0.32319932407915875]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
CB313,F,81722,tetrodes,temp,16,1.756132604,13.47320752,True,0.0,0.0,0,none,-5.043850267,0.5,-0.312149533,waveforms_16.npy,"[5.031697159226458e-05, 0.002771650323806885, 0.00018473903259569533, 0.00029206188797495993]","[1, 0, 1, 1]","[1, -1, -1]",1,184.0,1,,"[0.0032334395677491995, 0.0010229833149822554, 0.006295975297134869, 0.007391643266712593]","[0, 1, 0, 0]",[-1],-1,263.0,1,"[0.006732270791028022, 0.0008877814475748662, 0.0043301039429995605, 0.0018558857759754033]","[0, 1, 0, 1]","[-1, -1]",220.0,1,-1,0.0,0.455172414,0.393793103,True,1.0,1.0,0.0625,0.0625
CB313,F,81722,tetrodes,temp,20,24.8495311,15.75846083,True,0.003208833,0.005944356,14,none,-3.146788489,0.1,-0.30659204,waveforms_20.npy,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,89.0,1,,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0.0,1,"[3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09, 3.725290298461914e-09]","[1, 1, 1, 1]","[1, -1, -1, -1]",134.0,1,1,1.0,0.450344828,0.390482759,True,1.0,0.8666666666666667,1.0,0.9333333333333332
CB313,F,81722,tetrodes,temp,26,6.729435599,6.873334416,True,0.028128123,0.003821372,9,none,-2.849427044,0.775,-0.232620321,waveforms_26.npy,"[1.2794925682448594e-05, 1.8903561639422685e-05, 2.945038989455247e-05, 8.584040580930565e-06]","[1, 1, 1, 1]","[-1, 1, 1, -1]",-1,4.0,1,,"[5.5246055126190186e-06, 2.0946278956000832e-05, 1.4074773589834258e-05, 1.601874828338623e-07]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,169.0,1,"[3.7266978048617395e-05, 2.085309506403184e-05, 2.40512768700882e-05, 1.0436428413838489e-05]","[1, 1, 1, 1]","[-1, 1, -1, -1]",42.0,1,-1,2.0,0.320689655,0.417448276,False,1.0,0.0,0.0,0.0
CB313,F,81722,tetrodes,temp,34,2.304711744,13.95505049,True,0.0,0.0,0,none,-4.788306452,0.8,-0.164779874,waveforms_34.npy,"[0.08409210904344873, 0.006363207453478782, 0.019057029320767527, 0.006356733684463034]",[],"[0, 0, 0, 0]",0,,0,,"[0.07649126459903435, 0.012416406139966914, 0.001615681309718281, 0.0002957985853847677]","[0, 0, 1, 1]","[-1, -1]",-1,338.0,1,"[0.059025663127894784, 0.0005269474738295672, 0.0031079684192221796, 0.025521766888806186]","[0, 1, 0, 0]",[-1],276.0,1,-1,3.0,0.430344828,0.410517241,True,1.0,0.052631578947368425,0.052631578947368425,1.0
CB313,F,81722,tetrodes,temp,43,22.72739601,8.891778946,True,0.06822688,0.105724618,249,none,-3.693031359,0.15,-0.364425163,waveforms_43.npy,"[4.9212559517667484e-05, 0.011851299373797116, 0.04285243696721691, 4.803329311486574e-06]","[1, 0, 0, 1]","[1, 1]",1,149.0,1,,"[4.463794408218179e-05, 0.0105762021315631, 0.0025309625432662726, 1.8388032913208008e-05]","[1, 0, 0, 1]","[1, 1]",1,183.0,1,"[0.00029926374554634094, 0.4155533097883526, 0.017683413230062308, 8.047652066911521e-06]","[1, 0, 0, 1]","[1, 1]",162.0,1,1,4.0,0.422068966,0.389034483,True,1.0,0.9651162790697674,0.8488372093023256,1.0
CB313,F,81722,tetrodes,temp,48,0.618213025,14.0724048,True,0.370321749,0.000424597,1,none,-6.54529283,0.4,-0.28125,waveforms_48.npy,"[0.3185419110445046, 0.7013102078117179, 0.3184907277075488, 0.5108269369597451]",[],"[0, 0, 0, 0]",0,,0,,"[0.7216643955600963, 0.49310392444974116, 0.4039895046943057, 0.8071697793711302]",[],"[0, 0, 0, 0]",0,,0,"[0.7575214311307408, 0.5414758693858566, 0.09531981659792568, 0.24454956806763306]",[],"[0, 0, 0, 0]",,0,0,,,,,,0.0,0.0,0.0
