mouse,sex,date,probe,protocol,UnitID,firing_rate,snr,Flag_SingleUnit,isi_violations_ratio,isi_violations_rate,isi_violations_count,position,slope,Tr.2 Peak (ms),Peak2 Tr. ratio,name Wav,DV_exact,wilc_CitricAcid,resp_binCitricAcid,sign_binCitricAcid,sign_CitricAcid,latCitricAcid,resp_CitricAcid,wilc_NaCl,resp_binNaCl,sign_binNaCl,sign_NaCl,latNaCl,resp_NaCl,wilc_Quinine,resp_binQuinine,sign_binQuinine,sign_Quinine,latQuinine,resp_Quinine,wilc_Sucrose,resp_binSucrose,sign_binSucrose,sign_Sucrose,latSucrose,resp_Sucrose,wilc_Cold,resp_binCold,sign_binCold,sign_Cold,latCold,resp_Cold,wilc_Hot,resp_binHot,sign_binHot,sign_Hot,latHot,resp_Hot,95% shuffle,flag_Taste,SVM_Taste,SVM_Taste_95%_shuffle,flag_Temp,SVM_Temp,SVM_Temp_95%_shuffle,AnovaTasteRoom,SI,PI,AnovaTemp
CB345,F,33023,tetrodes,taste_room_and_temp,58,9.291312372,12.05819087,TRUE,0.004108779,0.001064114,2,none,-5.808064516,0.725,-0.288770053,waveforms_58.npy,,"[0.0010846432189485075, 0.0006103515625, 0.0003662109375, 0.0003662109375]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,0,1,"[0.000244140625, 0.000244140625, 0.001220703125, 0.000732421875]","[1, 1, 1, 1]","[1, -1, 1, -1]",1,0,1,"[0.0001220703125, 0.0003662109375, 0.0008544921875, 0.004667535362406779]","[1, 1, 1, 0]","[-1, 1, 1]",-1,56,1,"[0.0016784324835861257, 0.001220703125, 0.000244140625, 0.0003662109375]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,162,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,107,1,"[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,186,1,0.330578947,TRUE,0.712631579,0.330578947,FALSE,0.646666667,0.654,1,0.513633899,-0.012691958,1
CB345,F,33023,tetrodes,taste_room_and_temp,64,13.14819397,9.938471714,TRUE,0.053346765,0.027666967,52,none,-5.062944718,0.9,-0.289414414,waveforms_64.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,30,1,"[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,217,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,137,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,201,1,"[0.00048828125, 0.00048828125, 0.00048828125, 0.00048828125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,160,1,"[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,24,1,0.313736842,TRUE,0.528421053,0.313736842,TRUE,0.793333333,0.669,1,0.418716403,-0.012691958,1
CB345,F,33023,tetrodes,taste_room_and_temp,68,11.01624135,9.096843575,TRUE,0.048226307,0.017557883,33,none,-3.046791444,0.8,-0.226851852,waveforms_68.npy,,"[0.0018531690755884, 0.0018483424464277019, 0.0023193359375, 0.0037760167382133395]","[1, 1, 1, 0]","[-1, -1, -1]",-1,63,1,"[0.007027481649590902, 0.07411474766915524, 0.42001381139750826, 0.786865234375]",[],"[0, 0, 0, 0]",0,,0,"[0.008214337882954035, 0.010870250597900338, 0.08833908121138571, 0.3258056640625]",[],"[0, 0, 0, 0]",0,,0,"[0.0016475027665365698, 0.0022947544695084104, 0.0013480427679054105, 0.0068498967070407465]","[1, 1, 1, 0]","[-1, -1, -1]",-1,4,1,"[0.00244140625, 0.00244140625, 0.00403404835234952, 0.06396484375]","[1, 1, 0, 0]","[-1, -1]",-1,197,1,"[0.0036970781587836224, 0.006322947695810933, 0.19536769157632872, 0.375732421875]",[],"[0, 0, 0, 0]",0,,0,0.329526316,TRUE,0.431578947,0.329526316,TRUE,0.82,0.645,1,0.621803705,-0.012691958,1
CB347,M,31723,tetrodes,taste_room_and_temp,2,10.19365745,6.84491489,TRUE,0.09378886,0.029236985,64,none,-2.379297173,0.475,-0.253472222,waveforms_2.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,129,1,"[0.0037673869376622184, 0.006905123815804973, 0.005670394938372954, 0.003828037686217983]",[],"[0, 0, 0, 0]",0,,0,"[0.0016873373310622981, 0.000244140625, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,31,1,"[2.6702880859375e-05, 7.62939453125e-06, 3.814697265625e-05, 0.00028802870037055535]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,168,1,"[3.814697265625e-06, 0.0001648214599867307, 3.814697265625e-06, 0.00014213296343129]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,11,1,0.314684211,TRUE,0.474736842,0.314684211,TRUE,0.652307692,0.616538462,1,0.334770115,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,5,4.121958016,11.55224567,TRUE,0,0,0,none,-2.118058161,0.875,-0.127819549,waveforms_5.npy,,"[0.001698085652513985, 0.0017256416367438803, 0.0023870332864212897, 0.001721029276896989]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,59,1,"[0.3763444934986554, 0.3590533052935242, 0.560149906589399, 0.8223487347969329]",[],"[0, 0, 0, 0]",0,,0,"[0.39402291843198434, 0.19471304213689788, 0.19471304213689788, 0.6180493171617994]",[],"[0, 0, 0, 0]",0,,0,"[0.8484257866894165, 0.3590533052935242, 0.7728299926844475, 0.3586662720506639]",[],"[0, 0, 0, 0]",0,,0,"[0.022592274942203918, 0.011224411488178146, 0.005443930677865322, 0.011224411488178146]",[],"[0, 0, 0, 0]",0,,0,"[3.814697265625e-06, 3.814697265625e-06, 0.00013949627466015824, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, 1, -1]",-1,61,1,0.253736842,FALSE,0.233684211,0.253736842,TRUE,0.952307692,0.591769231,1,0.448275862,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,18,4.738675662,12.78050218,TRUE,0.006781369,0.000456828,1,none,-5.774565508,0.7,-0.29982669,waveforms_18.npy,,"[0.36040290693001464, 0.3590533052935242, 0.10118743267851761, 0.10118743267851761]",[],"[0, 0, 0, 0]",0,,0,"[0.1545226206284662, 0.07680233028341076, 0.153076171875, 0.2828975585390098]",[],"[0, 0, 0, 0]",0,,0,"[0.10867804119209157, 0.7502547243208444, 0.5673672686079179, 0.6578088460507269]",[],"[0, 0, 0, 0]",0,,0,"[0.19542078014237196, 0.002490724717248775, 0.0001220703125, 0.001669557787886881]","[0, 1, 1, 1]","[1, 1, 1]",1,364,1,"[0.0010186605952967164, 0.008643016002203428, 0.040130615234375, 0.3853333891000126]","[1, 0, 0, 0]",[-1],-1,167,1,"[0.026396218959197613, 0.01694671572872498, 0.027260183394408253, 0.004745398474144198]",[],"[0, 0, 0, 0]",0,,0,0.328842105,TRUE,0.712631579,0.328842105,TRUE,0.821538462,0.609692308,1,0.853556485,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,19,26.43297514,3.344278921,TRUE,0.02070441,0.043398649,95,none,-1.339906417,0.3,-0.326153846,waveforms_19.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.000244140625]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,22,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, -1]",-1,17,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.001708984375]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,35,1,"[0.0001220703125, 0.000244140625, 0.0010970505857231026, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, -1]",-1,69,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,26,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, 1, 1]",-1,18,1,0.301052632,TRUE,0.656842105,0.301052632,TRUE,0.846153846,0.620153846,1,0.24122807,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,32,6.464571416,7.969056878,TRUE,0.007287555,0.000913656,2,none,-3.962676963,0.75,-0.315920398,waveforms_32.npy,,"[0.0297986181172622, 0.007699094004474563, 0.007699094004474563, 0.00774522418696852]",[],"[0, 0, 0, 0]",0,,0,"[0.10849608378449367, 0.051944834821775664, 0.10196413559494363, 0.10196413559494363]",[],"[0, 0, 0, 0]",0,,0,"[0.014150343603898621, 0.014125854217730936, 0.04596326362482723, 0.2063563800185796]",[],"[0, 0, 0, 0]",0,,0,"[0.014125854217730936, 0.014125854217730936, 0.014125854217730936, 0.014125854217730936]",[],"[0, 0, 0, 0]",0,,0,"[0.1346590665228027, 0.1345255075435559, 0.1345255075435559, 0.39110413450684056]",[],"[0, 0, 0, 0]",0,,0,"[0.6647225576446822, 0.41512339115542807, 0.41512339115542807, 0.54344967039732]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB347,M,31723,tetrodes,taste_room_and_temp,37,34.86510426,4.399419016,TRUE,0.020920203,0.076290257,167,none,-2.067052767,0.675,-0.33995585,waveforms_37.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,188,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,185,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,161,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,178,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,200,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,155,1,0.324368421,TRUE,0.609473684,0.324368421,TRUE,0.753846154,0.613923077,0,0.084240688,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,42,6.156212593,12.57392168,TRUE,0.004017946,0.000456828,1,none,-5.187001287,0.725,-0.282333052,waveforms_42.npy,,"[0.052129490349545615, 0.6807002159644601, 0.12172277936721804, 0.008689497481013329]",[],"[0, 0, 0, 0]",0,,0,"[0.09365471729498678, 0.014003689388974892, 0.014003689388974892, 0.014003689388974892]",[],"[0, 0, 0, 0]",0,,0,"[0.0027628492699674173, 0.004135282980893844, 0.004486097437566744, 0.006767496608472695]",[],"[0, 0, 0, 0]",0,,0,"[0.01613983671739398, 0.007275442950531606, 0.007275442950531606, 0.007275442950531606]",[],"[0, 0, 0, 0]",0,,0,"[0.0006136253555416497, 0.0005963124671747536, 0.0014349274187934321, 0.004937335866144087]","[1, 1, 1, 0]","[-1, -1, -1]",-1,59,1,"[0.001260042244924659, 0.0014543234577231504, 0.003275168151644469, 0.004507991651780311]","[1, 1, 0, 0]","[-1, -1]",-1,95,1,,,,,TRUE,0.707692308,0.593230769,,,,1
CB347,M,31723,tetrodes,taste_room_and_temp,46,8.970272371,17.58539359,TRUE,0,0,0,none,-7.80590176,0.7,-0.321157822,waveforms_46.npy,,"[0.001078474680780832, 0.12357950530096766, 0.0001220703125, 0.0001220703125]","[1, 0, 1, 1]","[1, 1, 1]",1,165,1,"[0.000244140625, 0.0001220703125, 0.002803366990975858, 0.0010180699087059218]","[1, 1, 0, 1]","[1, 1, 1]",1,179,1,"[0.001060109244422451, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,151,1,"[0.0001220703125, 0.000244140625, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,161,1,"[3.814697265625e-06, 1.9073486328125e-05, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,173,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,180,1,0.321473684,TRUE,0.766315789,0.321473684,TRUE,1,0.628153846,1,0.334982639,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,49,16.8062411,5.279134746,TRUE,0.053373461,0.045225961,99,none,-2.432258065,0.35,-0.303738318,waveforms_49.npy,,"[0.05107108385382519, 0.037256553473125426, 0.4881345790383613, 0.9498085010108124]",[],"[0, 0, 0, 0]",0,,0,"[0.008119382533799083, 0.0040283203125, 0.067626953125, 0.027507038564097242]",[],"[0, 0, 0, 0]",0,,0,"[0.00186284629798189, 0.0003662109375, 0.09562333156177819, 0.023617164815568952]","[1, 1, 0, 0]","[1, 1]",1,172,1,"[0.004687947199586127, 0.0008544921875, 0.0003662109375, 0.0008544921875]","[0, 1, 1, 1]","[-1, -1, -1]",-1,392,1,"[0.00026522801215385133, 0.004192701718654264, 0.045775874877292975, 0.04156926630835257]","[1, 0, 0, 0]",[1],1,143,1,"[1.1444091796875e-05, 0.00019645446613369784, 3.814697265625e-06, 5.340576171875e-05]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,195,1,0.34,TRUE,0.505263158,0.34,FALSE,0.530769231,0.614461538,0,0.379960317,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,51,15.10684136,6.505969301,TRUE,0.004670701,0.003197795,7,none,-2.5814367,0.325,-0.290076336,waveforms_51.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,29,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,141,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,40,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,41,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,45,1,"[3.814697265625e-06, 0.00014081000969820695, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,200,1,0.321578947,TRUE,0.365263158,0.321578947,TRUE,0.767692308,0.605615385,1,0.186335404,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,60,12.07441786,6.567524727,TRUE,0.060579676,0.026496017,58,none,-6.686053077,0.725,-0.399721448,waveforms_60.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,151,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,106,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,160,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,165,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,115,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,21,1,0.338842105,TRUE,0.371578947,0.338842105,TRUE,0.870769231,0.603769231,1,0.105,-0.002682455,1
CB347,M,31723,tetrodes,taste_room_and_temp,74,7.235696887,5.116025189,TRUE,0.063987229,0.010050213,22,none,-2.490989989,0.8,-0.285714286,waveforms_74.npy,,"[0.001967030626111239, 0.0018483424464277019, 0.011826913156292663, 0.0006103515625]","[1, 1, 0, 1]","[1, 1, 1]",1,160,1,"[0.0031354681473921447, 0.013427734375, 0.04413383388391513, 0.0023193359375]","[0, 0, 0, 1]",[1],1,299,1,"[0.0016651317376398243, 0.002816952498092646, 0.0168924846294852, 0.0016607132141400116]","[1, 0, 0, 1]","[1, 1]",1,204,1,"[0.0001220703125, 0.0010570687367053389, 0.003406035399315199, 0.001078474680780832]","[1, 1, 0, 1]","[1, 1, 1]",1,0,1,"[0.0014333187099172307, 0.016394920032885642, 0.14468765258789062, 0.18934176814503134]","[1, 0, 0, 0]",[1],1,63,1,"[0.0005218838985948185, 0.008595478073984766, 0.5312892931492266, 0.6713732405408726]","[1, 0, 0, 0]",[1],1,175,1,0.327473684,TRUE,0.541052632,0.327473684,FALSE,0.433846154,0.650923077,1,0.332358674,-0.002682455,0
CB347,M,31923,tetrodes,taste_room_and_temp,1,17.96547784,5.843679171,TRUE,0.079239305,0.076725453,144,none,-2.634072581,0.875,-0.306288032,waveforms_1.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,197,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,16,1,"[0.0001220703125, 0.0001220703125, 0.0010753991833515348, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,1,1,"[0.0001220703125, 0.0001220703125, 0.0003662109375, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,10,1,"[0.013427734375, 0.0040283203125, 0.001708984375, 0.0067138671875]","[0, 0, 1, 0]",[-1],-1,496,1,"[0.0020854277333922653, 0.002078847936935441, 0.004120102888570698, 0.003275897482908591]","[1, 1, 0, 0]","[-1, -1]",-1,62,1,0.338526316,TRUE,0.362105263,0.338526316,FALSE,0.388888889,0.620666667,1,0.377525253,-0.01161185,1
CB347,M,31923,tetrodes,taste_room_and_temp,3,6.228614861,19.753143,TRUE,0.009155936,0.001065631,2,none,-8.752382698,0.825,-0.245404412,waveforms_3.npy,,"[0.0001220703125, 0.001051005167406044, 0.0081509715935027, 0.0001220703125]","[1, 1, 0, 1]","[-1, 1, 1]",-1,137,1,"[0.001220703125, 0.0010723295280909387, 0.0010723295280909387, 0.001060109244422451]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,186,1,"[0.0010753991833515348, 0.001024006120667996, 0.0013480427679054105, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,114,1,"[0.0010692657107889754, 0.0003662109375, 0.0008544921875, 0.0010753991833515348]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,68,1,"[0.007500846613018432, 0.017762925281313395, 0.21723815915486477, 0.03904123020470294]",[],"[0, 0, 0, 0]",0,,0,"[0.5416866523031248, 0.18451609080341003, 0.8044112580174078, 0.5416866523031248]",[],"[0, 0, 0, 0]",0,,0,0.328578947,TRUE,0.56,0.328578947,,,,1,0.686728395,-0.01161185,
CB347,M,31923,tetrodes,taste_room_and_temp,14,41.52072458,5.77989544,TRUE,0.022561604,0.116686626,219,none,-2.83347017,0.275,-0.32059448,waveforms_14.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,194,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,188,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0003662109375]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,29,1,"[0.0001220703125, 0.0001220703125, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,202,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,0,1,"[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,107,1,0.347473684,TRUE,0.796842105,0.347473684,TRUE,0.897777778,0.646666667,1,0.231638418,-0.01161185,0
CB347,M,31923,tetrodes,taste_room_and_temp,21,13.50154838,10.98591528,TRUE,0.036048756,0.019714179,37,none,-4.529831933,0.275,-0.298804781,waveforms_21.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,12,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,156,1,"[0.000244140625, 0.000244140625, 0.0003662109375, 0.000244140625]","[1, 1, 1, 1]","[1, -1, 1, -1]",1,45,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,131,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,140,1,"[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,92,1,0.322105263,TRUE,0.325263158,0.322105263,FALSE,0.433333333,0.649222222,1,0.176410256,-0.01161185,0
CB347,M,31923,tetrodes,taste_room_and_temp,22,4.663202504,8.369673575,TRUE,0.032669851,0.002131263,4,none,-3.034592246,0.775,-0.266853933,waveforms_22.npy,,"[0.02975806743519917, 0.025260215374200264, 0.03492252135025255, 0.037587914075507]",[],"[0, 0, 0, 0]",0,,0,"[0.02870990420067112, 0.3725528649389427, 0.11465908876303156, 0.02947469920521293]",[],"[0, 0, 0, 0]",0,,0,"[0.11248962139571057, 0.08707087224274918, 0.26969466293184996, 0.09899309126904295]",[],"[0, 0, 0, 0]",0,,0,"[0.01587454809161453, 0.21895952149856146, 0.000244140625, 0.010791957881997143]","[0, 0, 1, 0]",[1],1,402,1,"[0.002441590246225147, 0.003010990126142657, 0.0018243289788906025, 0.0016387333661143893]","[1, 0, 1, 1]","[-1, -1, -1]",-1,188,1,"[0.00832759617251415, 0.013502003177031333, 0.013793700808620999, 0.004269409443993233]",[],"[0, 0, 0, 0]",0,,0,0.307368421,TRUE,0.463157895,0.307368421,FALSE,0.626666667,0.644777778,0,0.883116883,-0.01161185,1
CB347,M,31923,tetrodes,taste_room_and_temp,28,3.743029889,11.8379213,TRUE,0,0,0,none,-4.888870321,0.7,-0.302208835,waveforms_28.npy,,"[0.6276258050283593, 0.6276258050283593, 0.6276258050283593, 0.6276258050283593]",[],"[0, 0, 0, 0]",0,,0,"[1.0, 1.0, 1.0, 0.6276258050283593]",[],"[0, 0, 0, 0]",0,,0,"[0.19471304213689788, 0.19471304213689788, 0.3590533052935242, 0.19471304213689788]",[],"[0, 0, 0, 0]",0,,0,"[0.6276258050283593, 1.0, 1.0, 1.0]",[],"[0, 0, 0, 0]",0,,0,"[0.19471304213689788, 0.19471304213689788, 0.3590533052935242, 0.3590533052935242]",[],"[0, 0, 0, 0]",0,,0,"[0.02882352069655855, 0.012813414715900168, 0.012813414715900168, 0.04018011098000929]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB347,M,31923,tetrodes,taste_room_and_temp,54,9.188938571,6.372497379,TRUE,0.010517076,0.002664078,5,none,-3.09289534,0.675,-0.328593997,waveforms_54.npy,,"[0.021230527798945846, 0.009656383535539761, 0.008874490304366819, 0.012725599822462384]",[],"[0, 0, 0, 0]",0,,0,"[0.7035585661464808, 0.5695993731026879, 0.07393234749246021, 0.7034164793093183]",[],"[0, 0, 0, 0]",0,,0,"[0.004466189805052881, 0.007305750326031621, 0.050726551439589526, 0.07189213122806544]",[],"[0, 0, 0, 0]",0,,0,"[0.006753814707773444, 0.0041074245596977735, 0.0027160307929913305, 0.0027561311173525858]",[],"[0, 0, 0, 0]",0,,0,"[0.014125854217730936, 0.0500387507577144, 0.026249384001633333, 0.10052106375142596]",[],"[0, 0, 0, 0]",0,,0,"[0.6579268252758792, 0.6058216905523355, 0.6427608066170851, 0.355250212013551]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB347,M,31923,tetrodes,taste_room_and_temp,55,6.554698035,4.922426056,TRUE,0.004133808,0.000532816,1,none,-1.442004049,0.3,-0.293532338,waveforms_55.npy,,"[0.0001220703125, 0.0008544921875, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,175,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,138,1,"[0.0003662109375, 0.0028237601868777405, 0.000244140625, 0.000244140625]","[1, 0, 1, 1]","[1, -1, -1]",1,161,1,"[0.0013554710595550011, 0.0006103515625, 0.000244140625, 0.0008544921875]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,172,1,"[0.0018531690755884, 0.001220703125, 0.0003662109375, 0.000244140625]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,198,1,"[0.00244140625, 0.0051013996460049825, 0.000732421875, 0.0016345757202903364]","[1, 0, 1, 1]","[1, -1, -1]",1,169,1,0.317,TRUE,0.321052632,0.317,TRUE,0.728888889,0.635888889,1,0.19047619,-0.01161185,1
CB347,M,33023,tetrodes,taste_room_and_temp,9,8.475893162,7.728615209,TRUE,0.004889013,0.001053691,2,none,-1.386913229,0.725,-0.167785235,waveforms_9.npy,,"[0.0001220703125, 0.000244140625, 0.001220703125, 0.0016828811364944492]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,122,1,"[0.0001220703125, 0.0001220703125, 0.0010846432189485075, 0.0006103515625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,95,1,"[0.0016784324835861257, 0.0010815560245814398, 0.001220703125, 0.0006103515625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,92,1,"[0.0001220703125, 0.003076513527380779, 0.17625962031129894, 0.37520333614416723]","[1, 0, 0, 0]",[1],1,0,1,"[0.013427734375, 0.03271484375, 0.09959023037190415, 0.3810406064334768]",[],"[0, 0, 0, 0]",0,,0,"[0.0001220703125, 0.006753814707773444, 0.23111888182431528, 0.3781762196712819]","[1, 0, 0, 0]",[1],1,185,1,0.317368421,TRUE,0.52,0.317368421,FALSE,0.566666667,0.638111111,1,0.4605764,-0.016613185,0
