mouse,sex,date,probe,protocol,UnitID,firing_rate,snr,Flag_SingleUnit,isi_violations_ratio,isi_violations_rate,isi_violations_count,position,slope,Tr.2 Peak (ms),Peak2 Tr. ratio,name Wav,DV_exact,wilc_CitricAcid,resp_binCitricAcid,sign_binCitricAcid,sign_CitricAcid,latCitricAcid,resp_CitricAcid,wilc_NaCl,resp_binNaCl,sign_binNaCl,sign_NaCl,latNaCl,resp_NaCl,wilc_Quinine,resp_binQuinine,sign_binQuinine,sign_Quinine,latQuinine,resp_Quinine,wilc_Sucrose,resp_binSucrose,sign_binSucrose,sign_Sucrose,latSucrose,resp_Sucrose,wilc_Cold,resp_binCold,sign_binCold,sign_Cold,latCold,resp_Cold,wilc_Hot,resp_binHot,sign_binHot,sign_Hot,latHot,resp_Hot,95% shuffle,flag_Taste,SVM_Taste,SVM_Taste_95%_shuffle,flag_Temp,SVM_Temp,SVM_Temp_95%_shuffle,AnovaTasteRoom,SI,PI,AnovaTemp
CB344,F,31723,tetrodes,taste_room_and_temp,13,3.070411728,22.4731883,TRUE,0,0,0,none,-8.279551821,0.725,-0.311704063,waveforms_13.npy,,"[0.0018339104445270476, 0.0027695773618182044, 0.003091189353414243, 0.002729357852020526]","[1, 0, 0, 0]",[-1],-1,113,1,"[0.0013295885223143984, 0.0009771596869762457, 0.0027642076407845633, 0.021683318810314153]","[1, 1, 0, 0]","[-1, -1]",-1,184,1,"[0.006022000742833175, 0.08050349503142834, 0.025828560698326456, 0.004651941616216782]",[],"[0, 0, 0, 0]",0,,0,"[0.0013259176093988643, 0.001220703125, 0.0013040313424935697, 0.0013076625014835721]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,20,1,"[0.004883305352463495, 0.0074373718312130245, 0.004904671330442961, 0.020231306339527272]",[],"[0, 0, 0, 0]",0,,0,"[0.00013797518304251862, 0.00020619182789712734, 0.00020343771201515232, 0.00023847279224913404]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,57,1,0.313789474,TRUE,0.546315789,0.313789474,FALSE,0.6,0.6061,1,0.556934105,-0.01669338,1
CB344,F,31723,tetrodes,taste_room_and_temp,18,9.887520253,6.469612685,TRUE,0.009910592,0.002906669,6,none,-1.831627196,0.875,-0.19858156,waveforms_18.npy,,"[0.0010570687367053389, 0.0001220703125, 0.0009800446562928, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,50,1,"[0.0008544921875, 0.0018483424464277019, 0.0006103515625, 0.0025467221680293755]","[1, 1, 1, 0]","[-1, -1, -1]",-1,177,1,"[0.002078847936935441, 0.0025600515990687276, 0.000244140625, 0.001220703125]","[1, 0, 1, 1]","[-1, -1, 1]",-1,200,1,"[0.005622970311049641, 0.00167399136862459, 0.008198472803965502, 0.01163935845684728]","[0, 1, 0, 0]",[-1],-1,291,1,"[0.025567322104844373, 0.007202886624972522, 0.013671875, 0.014193490512728401]",[],"[0, 0, 0, 0]",0,,0,"[0.00032069922093464745, 0.0009298439410285487, 0.0180816650390625, 0.01061115350916371]","[1, 1, 0, 0]","[1, 1]",1,97,1,0.323315789,TRUE,0.427368421,0.323315789,TRUE,1,0.604,0,0.348844571,-0.01669338,1
CB344,F,31723,tetrodes,taste_room_and_temp,23,4.63613762,17.41667357,TRUE,0.00751295,0.000484445,1,none,-4.118211068,0.7,-0.19724438,waveforms_23.npy,,"[0.13018824300768644, 0.0026565499053266195, 0.002722689360043493, 0.00958426090953956]",[],"[0, 0, 0, 0]",0,,0,"[0.019279327322753885, 0.007668419780925504, 0.014619192813778627, 0.03420324027326136]",[],"[0, 0, 0, 0]",0,,0,"[0.0020202154164309575, 0.0015497118184081362, 0.001962633794686115, 0.0019689800035722575]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,20,1,"[0.2538740511395057, 0.08707087224274918, 0.026885511853408067, 0.026924750711417617]",[],"[0, 0, 0, 0]",0,,0,"[0.15117423597492008, 0.17840447691734174, 0.07931184161991824, 0.04154006700988516]",[],"[0, 0, 0, 0]",0,,0,"[0.3015190379934608, 0.42065814674994373, 0.7353166906373405, 0.4603224894046325]",[],"[0, 0, 0, 0]",0,,0,0.360105263,TRUE,0.389473684,0.360105263,,,,1,0.486363636,-0.01669338,
CB344,F,31723,tetrodes,taste_room_and_temp,41,15.16845402,8.501011698,TRUE,0.008422126,0.005813339,12,none,-3.889782609,0.125,-0.342105263,waveforms_41.npy,,"[0.0245361328125, 0.7059432500130585, 0.705665679847778, 0.39567686863330764]",[],"[0, 0, 0, 0]",0,,0,"[0.003828037686217983, 0.029541015625, 0.157094165086746, 0.04097702157140315]",[],"[0, 0, 0, 0]",0,,0,"[0.13189102083298526, 0.2734375, 0.3986381479728295, 0.167724609375]",[],"[0, 0, 0, 0]",0,,0,"[0.011952727495227848, 0.0494384765625, 0.855224609375, 0.7530801632616277]",[],"[0, 0, 0, 0]",0,,0,"[0.0037702922077392283, 0.04459567554391414, 0.0185546875, 0.003822353727134716]",[],"[0, 0, 0, 0]",0,,0,"[0.00039168905199993867, 0.21011734008789062, 0.005396704789851344, 0.003748197800841258]","[1, 0, 0, 0]",[-1],-1,28,1,,,,,TRUE,0.776,0.6805,,,,0
CB344,F,31723,tetrodes,taste_room_and_temp,48,5.430142798,6.515290001,TRUE,0.131435254,0.011626677,24,none,-1.600604839,0.9,-0.229787234,waveforms_48.npy,,"[0.10196413559494363, 0.1709830537129161, 0.052129490349545615, 0.052129490349545615]",[],"[0, 0, 0, 0]",0,,0,"[0.04324534520616624, 0.02879010633013658, 0.026476576648774224, 0.014125854217730936]",[],"[0, 0, 0, 0]",0,,0,"[0.025089486619634827, 0.02499762606957983, 0.04778442722040947, 0.04778442722040947]",[],"[0, 0, 0, 0]",0,,0,"[0.008182623392150506, 0.004476137316646984, 0.012881353203591309, 0.004456254903095403]",[],"[0, 0, 0, 0]",0,,0,"[0.020293667738073926, 0.012179368413296589, 0.012136128700694391, 0.012136128700694391]",[],"[0, 0, 0, 0]",0,,0,"[0.0006337181434394723, 0.0006120372443727138, 0.0010582465267067827, 0.0013966413691925428]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,65,1,,,,,FALSE,0.6,0.6,,,,0
CB344,F,31723,tetrodes,taste_room_and_temp,51,11.16645477,8.259846189,TRUE,0.019426017,0.007266673,15,none,-2.784257942,0.7,-0.275956284,waveforms_51.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,201,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,207,1,"[0.000244140625, 0.0016291862969701565, 0.000244140625, 0.000244140625]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,183,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,218,1,"[0.0009765625, 0.0009765625, 0.0009765625, 0.0009765625]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,174,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, -1]",1,173,1,0.313894737,TRUE,0.422105263,0.313894737,TRUE,0.718,0.6308,0,0.114745839,-0.01669338,1
CB344,F,31723,tetrodes,taste_room_and_temp,65,3.519976588,5.55199496,TRUE,0.078197853,0.002906669,6,none,-2.409243697,0.675,-0.304878049,waveforms_65.npy,,"[0.011279248972761759, 0.01040456990636289, 0.06259977938909603, 0.01120721543122628]",[],"[0, 0, 0, 0]",0,,0,"[0.03909057585901881, 0.025187708753481256, 0.21815740716445642, 0.04251670625829013]",[],"[0, 0, 0, 0]",0,,0,"[0.09948630134233791, 0.016746269032266486, 0.04118162661405242, 0.08445247755103405]",[],"[0, 0, 0, 0]",0,,0,"[0.04438772987393138, 0.011125778912923398, 0.002630371464234223, 0.005875908009880884]",[],"[0, 0, 0, 0]",0,,0,"[0.27925094536873785, 0.8222750044787401, 0.4443512463640098, 0.3430278273111821]",[],"[0, 0, 0, 0]",0,,0,"[0.0008437766044664806, 0.0020459820457875547, 0.039650443839888305, 0.009840748995689255]","[1, 1, 0, 0]","[-1, 1]",-1,58,1,,,,,FALSE,0.6,0.6,,,,0
CB344,F,31723,tetrodes,taste_room_and_temp,67,4.90258231,10.06023919,TRUE,0.020155547,0.001453335,3,none,-2.964671815,0.725,-0.257317073,waveforms_67.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,106,1,"[0.0006103515625, 0.0001220703125, 0.0001220703125, 0.001997896875202973]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,51,1,"[0.002591493103918773, 0.005060804635985883, 0.006339006435768457, 0.002078847936935441]","[0, 0, 0, 1]",[-1],-1,183,1,"[0.009333934417006782, 0.0036732198364674523, 0.0011607975771877486, 0.0011607975771877486]","[0, 0, 1, 1]","[-1, -1]",-1,348,1,"[0.007378382369173517, 0.004904671330442961, 0.007466958429676204, 0.007466958429676204]",[],"[0, 0, 0, 0]",0,,0,"[0.034581293856584906, 0.054155867339909805, 0.07782748680213326, 0.1560690120526544]",[],"[0, 0, 0, 0]",0,,0,0.339105263,TRUE,0.423157895,0.339105263,,,,1,0.530877976,-0.01669338,
CB344,F,31923,tetrodes,taste_room_and_temp,0,5.606206003,13.80824982,TRUE,0,0,0,none,-5.513750593,0.675,-0.326956522,waveforms_0.npy,,"[0.36040290693001464, 0.36040290693001464, 0.36040290693001464, 0.36040290693001464]",[],"[0, 0, 0, 0]",0,,0,"[0.1943427560659503, 0.1943427560659503, 0.1943427560659503, 0.39402291843198434]",[],"[0, 0, 0, 0]",0,,0,"[0.36040290693001464, 1.0, 0.6276258050283593, 1.0]",[],"[0, 0, 0, 0]",0,,0,"[0.10063710665509344, 0.19436591080310905, 0.10063710665509344, 0.10063710665509344]",[],"[0, 0, 0, 0]",0,,0,"[0.3362856637409539, 0.09448785581592696, 0.5932146339481181, 0.14502485406042545]",[],"[0, 0, 0, 0]",0,,0,"[0.08074226802635763, 0.113541762535673, 0.35747368741930363, 0.9843215942382812]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB344,F,31923,tetrodes,taste_room_and_temp,7,6.283344003,15.65481018,TRUE,0,0,0,none,-3.428977273,0.825,-0.165779468,waveforms_7.npy,,"[0.1846742914105829, 0.03749316137456729, 0.058280353940897964, 0.054871612777630106]",[],"[0, 0, 0, 0]",0,,0,"[0.17475961565593667, 0.10697155174533174, 0.30031092112459856, 0.8241190998895415]",[],"[0, 0, 0, 0]",0,,0,"[0.025115274564829145, 0.0016935205354928523, 0.037398471156388426, 0.0026828867459962077]","[0, 1, 0, 0]",[-1],-1,238,1,"[0.02065370677022119, 0.0026565499053266195, 0.002722689360043493, 0.002722689360043493]",[],"[0, 0, 0, 0]",0,,0,"[0.9700418588509045, 0.6059440570560336, 0.8845224523984437, 0.5429833308950138]",[],"[0, 0, 0, 0]",0,,0,"[0.1428702824860942, 0.2281767443916134, 0.8380900741724371, 0.9182392685903908]",[],"[0, 0, 0, 0]",0,,0,0.316736842,TRUE,0.482105263,0.316736842,,,,1,0.49870801,0.048494386,
CB344,F,31923,tetrodes,taste_room_and_temp,8,5.324940642,11.13876482,TRUE,0.067364549,0.005730364,12,none,-3.83192436,0.725,-0.235421166,waveforms_8.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,137,1,"[0.0006103515625, 0.0008544921875, 0.0023193359375, 0.001708984375]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,210,1,"[0.0010723295280909387, 0.0003662109375, 0.0013406411172294783, 0.0025279713933386676]","[1, 1, 1, 0]","[1, 1, 1]",1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0010723295280909387]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,125,1,"[0.001220703125, 0.004586890490497781, 0.004638671875, 0.001220703125]","[1, 0, 0, 1]","[-1, -1]",-1,0,1,"[0.001132528199120183, 0.0013228555451620494, 0.0030166697948173266, 0.0040364987185000116]","[1, 1, 0, 0]","[1, 1]",1,119,1,0.341421053,FALSE,0.253684211,0.341421053,FALSE,0.634545455,0.661909091,0,0.062015504,0.048494386,0
CB344,F,31923,tetrodes,taste_room_and_temp,16,5.045585403,9.175913991,TRUE,0.04376779,0.003342712,7,none,-3.658365164,0.75,-0.33006993,waveforms_16.npy,,"[0.0018676968982703067, 1.0, 0.6593221522801999, 0.6371855654181005]","[1, 0, 0, 0]",[1],1,128,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,185,1,"[0.0003662109375, 0.0018580036915953756, 0.003445941614789236, 0.0001220703125]","[1, 1, 0, 1]","[1, 1, -1]",1,29,1,"[0.0001220703125, 0.0010846432189485075, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, -1]",1,39,1,"[0.000732421875, 0.0016453888696940399, 0.0026152285880032336, 0.0016399765754731288]","[1, 1, 0, 1]","[-1, -1, -1]",-1,248,1,"[0.0001419118292960277, 0.00016608685049387056, 0.00014081000969820695, 1.1444091796875e-05]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,169,1,0.352,TRUE,0.86,0.352,TRUE,0.694545455,0.654636364,0,0.812459016,0.048494386,0
CB344,F,31923,tetrodes,taste_room_and_temp,26,3.0518963,7.381503638,TRUE,0.170899249,0.004775303,10,none,-2.572379032,0.825,-0.275471698,waveforms_26.npy,,"[0.10794997384643577, 0.2936557662065389, 0.6106424177956564, 0.7252344374914003]",[],"[0, 0, 0, 0]",0,,0,"[0.02680709161934112, 0.05584485791606851, 0.05584485791606851, 0.05584485791606851]",[],"[0, 0, 0, 0]",0,,0,"[0.37647254922995965, 0.3590533052935242, 0.18258769235873706, 0.041325881822820196]",[],"[0, 0, 0, 0]",0,,0,"[0.20635012756251903, 0.46320105218825247, 0.19506952248999077, 0.31969075319388296]",[],"[0, 0, 0, 0]",0,,0,"[0.08416351973587723, 0.05285647146035998, 0.03739576547652301, 0.026247516856685974]",[],"[0, 0, 0, 0]",0,,0,"[0.07234263115166539, 0.1346590665228027, 0.6083737371740428, 0.47287620255138474]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB344,F,31923,tetrodes,taste_room_and_temp,27,9.179087887,5.869915598,TRUE,0.058565565,0.01480344,31,none,-1.023044397,0.325,-0.236966825,waveforms_27.npy,,"[0.012926012831190692, 0.008166789653377813, 0.04097702157140315, 0.040877198329627676]",[],"[0, 0, 0, 0]",0,,0,"[0.07267184235496921, 0.013617676591134054, 0.02975806743519917, 0.004486097437566744]",[],"[0, 0, 0, 0]",0,,0,"[0.3393781671250975, 0.7255031972511954, 0.5062146395949326, 0.8734220844793148]",[],"[0, 0, 0, 0]",0,,0,"[0.07768622450170856, 0.015246261097811162, 0.009674455787011774, 0.017762925281313395]",[],"[0, 0, 0, 0]",0,,0,"[0.0055944360070355114, 0.305419921875, 0.021019396901194493, 0.00328543235122346]",[],"[0, 0, 0, 0]",0,,0,"[0.000972073868082805, 0.001750698537870906, 0.012141838915030895, 0.003922462259921674]","[1, 1, 0, 0]","[-1, -1]",-1,217,1,,,,,TRUE,0.905454545,0.665454545,,,,1
CB344,F,31923,tetrodes,taste_room_and_temp,44,3.151700138,22.3543887,TRUE,0,0,0,none,-9.472906404,0.775,-0.277871148,waveforms_44.npy,,"[0.8458947404643434, 0.9729853827944245, 0.7956802113481639, 0.02354041204423987]",[],"[0, 0, 0, 0]",0,,0,"[0.6415703176042796, 0.001250354971800697, 0.3549886124178778, 0.3080386871651889]","[0, 1, 0, 0]",[1],1,266,1,"[1.0, 0.6276258050283593, 0.1943427560659503, 0.001679872329919259]","[0, 0, 0, 1]",[1],1,805,1,"[0.3605406490504841, 0.6179522266795625, 0.6179522266795625, 0.36040290693001464]",[],"[0, 0, 0, 0]",0,,0,"[0.09487100744923634, 0.2086677876982641, 0.8316408424990329, 0.43638978762774727]",[],"[0, 0, 0, 0]",0,,0,"[0.8206603485224944, 0.7750285690117795, 0.0502346079944941, 0.24032466564725907]",[],"[0, 0, 0, 0]",0,,0,0.314421053,TRUE,0.683157895,0.314421053,,,,1,0.508960573,0.048494386,
CB344,F,31923,tetrodes,taste_room_and_temp,73,2.569590673,12.2545341,TRUE,0.096429918,0.001910121,4,none,-5.663602941,0.75,-0.299635701,waveforms_73.npy,,"[0.8480062142193098, 0.6179522266795625, 0.3763444934986554, 0.8957282259486719]",[],"[0, 0, 0, 0]",0,,0,"[0.8207088435028865, 0.22785853780607257, 0.5852745927177241, 0.2476041185114587]",[],"[0, 0, 0, 0]",0,,0,"[0.3763444934986554, 0.5229032345126707, 0.18192622259449343, 0.11808616689826182]",[],"[0, 0, 0, 0]",0,,0,"[0.2943879962698348, 0.2131843306670702, 0.3249921232374814, 0.13681446077195597]",[],"[0, 0, 0, 0]",0,,0,"[0.5658449357938526, 0.09459216813105738, 0.10182098583321263, 0.1789733116432367]",[],"[0, 0, 0, 0]",0,,0,"[0.07234263115166539, 0.253887299829074, 0.16601988994458194, 0.918715842731275]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB344,F,31923,tetrodes,taste_room_and_temp,79,2.268269039,8.107574725,TRUE,0.061875763,0.000955061,2,none,-2.757854278,0.825,-0.290322581,waveforms_79.npy,,"[0.19436591080310905, 0.20635012756251903, 0.5229032345126707, 0.20635012756251903]",[],"[0, 0, 0, 0]",0,,0,"[0.6652960077025738, 0.4707775084885175, 0.9729853827944245, 0.7145490780281434]",[],"[0, 0, 0, 0]",0,,0,"[0.3590533052935242, 0.6042553638677264, 0.750681684492768, 0.8485396138537893]",[],"[0, 0, 0, 0]",0,,0,"[0.05547151953266339, 0.050990121694275886, 0.02618251258944274, 0.050990121694275886]",[],"[0, 0, 0, 0]",0,,0,"[0.012419330651552265, 0.012841779051909275, 0.12891792869852411, 0.39570061091292885]",[],"[0, 0, 0, 0]",0,,0,"[0.010699436486761058, 0.06063001321394255, 0.5948867797851562, 0.26488106575808956]",[],"[0, 0, 0, 0]",0,,0,,,,,,,,,,,
CB345,F,31723,tetrodes,taste_room_and_temp,9,5.849828083,7.561752856,TRUE,0.028012322,0.002875786,6,none,-3.063865546,0.425,-0.308064516,waveforms_9.npy,,"[0.3264508108231735, 0.6348328117798216, 0.17443739643454736, 0.8484257866894165]",[],"[0, 0, 0, 0]",0,,0,"[0.0345174088055296, 0.8005745546439894, 0.03711477763467983, 0.3929708076289561]",[],"[0, 0, 0, 0]",0,,0,"[0.2943879962698348, 0.015220959120345604, 0.017819859197897372, 0.4280381373005997]",[],"[0, 0, 0, 0]",0,,0,"[0.04022977905405463, 0.5688268922650627, 0.26658076167010314, 0.5065339063921934]",[],"[0, 0, 0, 0]",0,,0,"[0.0004911484884974972, 0.000125885009765625, 0.009881672852535758, 0.00141143798828125]","[1, 1, 0, 1]","[-1, 1, 1]",-1,162,1,"[0.01238209386219748, 0.00714009700956929, 0.009029910762692456, 0.012693970055273044]",[],"[0, 0, 0, 0]",0,,0,,,,,TRUE,0.812,0.7063,,,,1
CB345,F,31723,tetrodes,taste_room_and_temp,10,19.45660969,5.787844827,TRUE,0.053176565,0.060391507,126,none,-5.303921569,0.175,-0.344537815,waveforms_10.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,3,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, 1, 1]",1,97,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, -1, -1, 1]",1,0,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,51,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, 1]",-1,37,1,"[0.00390625, 0.00390625, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.335315789,TRUE,0.36,0.335315789,TRUE,0.814,0.742,1,0.196485623,-0.012177957,0
CB345,F,31723,tetrodes,taste_room_and_temp,15,33.3701418,14.45264099,TRUE,0.001721667,0.005751572,12,none,-8.076209677,0.175,-0.389568052,waveforms_15.npy,,"[0.001093939947287999, 0.00167399136862459, 0.0003662109375, 0.0784912109375]","[1, 1, 1, 0]","[1, 1, 1]",1,42,1,"[0.0016918010709922014, 0.005682285243327671, 0.0010846432189485075, 0.001656302213633811]","[1, 0, 1, 1]","[1, 1, 1]",1,165,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0006103515625]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,43,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,126,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,141,1,"[0.00390625, 0.00390625, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.346315789,TRUE,0.576842105,0.346315789,TRUE,0.868,0.7361,1,0.244967532,-0.012177957,1
CB345,F,31723,tetrodes,taste_room_and_temp,22,16.62252255,9.836671619,TRUE,0.020815781,0.017254716,36,none,-3.042905761,0.325,-0.242222222,waveforms_22.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,0,1,"[0.0001220703125, 0.0016918010709922014, 0.001090835176125296, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,101,1,"[0.000244140625, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,116,1,"[0.0001220703125, 0.000244140625, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, -1, -1]",-1,60,1,"[3.814697265625e-06, 0.00021178210209595166, 1.9073486328125e-05, 7.62939453125e-06]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,0,1,"[0.00390625, 0.00390625, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.345368421,FALSE,0.333684211,0.345368421,TRUE,0.962,0.7182,1,0.170145478,-0.012177957,1
CB345,F,31723,tetrodes,taste_room_and_temp,31,15.17600218,4.954383207,TRUE,0.052027214,0.035947325,75,none,-1.993058161,0.325,-0.412735849,waveforms_31.npy,,"[0.0001220703125, 0.0001220703125, 0.0013517535815943658, 0.001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,173,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,138,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,185,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,27,1,"[7.62939453125e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,178,1,"[0.0078125, 0.0078125, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.332315789,TRUE,0.365263158,0.332315789,TRUE,0.77,0.7142,1,0.102222222,-0.012177957,1
CB345,F,31723,tetrodes,taste_room_and_temp,40,9.307481487,9.534394103,TRUE,0.005532749,0.001437893,3,none,-3.778461538,0.875,-0.241161616,waveforms_40.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,67,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,17,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,104,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, -1, -1]",1,219,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,32,1,"[0.0078125, 0.0078125, 0.0078125, 0.0078125]",[],"[0, 0, 0, 0]",0,,0,0.350578947,FALSE,0.327368421,0.350578947,FALSE,0.706,0.706,0,0.032930108,-0.012177957,1
CB345,F,31723,tetrodes,taste_room_and_temp,41,33.05236744,4.617231313,TRUE,0.021790399,0.071415353,149,none,-2.079184448,0.35,-0.432569975,waveforms_41.npy,,"[0.0001220703125, 0.0001220703125, 0.0013406411172294783, 0.0010877362680697192]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,185,1,"[0.0001220703125, 0.0006103515625, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,160,1,"[0.0001220703125, 0.0001220703125, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,185,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,44,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[1, 1, 1, 1]",1,192,1,"[0.00390625, 0.00390625, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.303578947,TRUE,0.405263158,0.303578947,FALSE,0.686,0.7241,1,0.127240143,-0.012177957,0
CB345,F,31723,tetrodes,taste_room_and_temp,63,25.89213952,7.928120858,TRUE,0.004289638,0.008627358,18,none,-2.191441441,0.6,-0.264084507,waveforms_63.npy,,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,107,1,"[0.0001220703125, 0.0001220703125, 0.000244140625, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, 1, -1]",-1,91,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, -1, -1, -1]",-1,115,1,"[0.0001220703125, 0.0001220703125, 0.0001220703125, 0.0001220703125]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,117,1,"[3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06, 3.814697265625e-06]","[1, 1, 1, 1]","[-1, 1, 1, 1]",-1,122,1,"[0.00390625, 0.00390625, 0.00390625, 0.00390625]",[],"[0, 0, 0, 0]",0,,0,0.353894737,FALSE,0.249473684,0.353894737,TRUE,0.746,0.7381,0,0.08511396,-0.012177957,1
